Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Subgenus,Species
PILOSA,VERMILINGUA,,,Myrmecophagidae,,,Tamandua,,mexicana
PILOSA,VERMILINGUA,,,Myrmecophagidae,,,Tamandua,,mexicana
PILOSA,VERMILINGUA,,,Myrmecophagidae,,,Tamandua,,mexicana
PILOSA,VERMILINGUA,,,Myrmecophagidae,,,Tamandua,,mexicana
PILOSA,VERMILINGUA,,,Myrmecophagidae,,,Tamandua,,tetradactyla
PILOSA,VERMILINGUA,,,Myrmecophagidae,,,Tamandua,,tetradactyla
PILOSA,VERMILINGUA,,,Myrmecophagidae,,,Tamandua,,tetradactyla
PILOSA,VERMILINGUA,,,Myrmecophagidae,,,Tamandua,,tetradactyla
PILOSA,VERMILINGUA,,,Myrmecophagidae,,,Tamandua,,tetradactyla
SCANDENTIA,,,,,,,,,
SCANDENTIA,,,,Tupaiidae,,,,,
SCANDENTIA,,,,Tupaiidae,,,Anathana,,
SCANDENTIA,,,,Tupaiidae,,,Anathana,,ellioti
SCANDENTIA,,,,Tupaiidae,,,Dendrogale,,
SCANDENTIA,,,,Tupaiidae,,,Dendrogale,,melanura
SCANDENTIA,,,,Tupaiidae,,,Dendrogale,,melanura
SCANDENTIA,,,,Tupaiidae,,,Dendrogale,,melanura
SCANDENTIA,,,,Tupaiidae,,,Dendrogale,,murina
SCANDENTIA,,,,Tupaiidae,,,Tupaia,,
SCANDENTIA,,,,Tupaiidae,,,Tupaia,,belangeri
SCANDENTIA,,,,Tupaiidae,,,Tupaia,,belangeri
SCANDENTIA,,,,Tupaiidae,,,Tupaia,,belangeri
SCANDENTIA,,,,Tupaiidae,,,Tupaia,,chrysogaster
SCANDENTIA,,,,Tupaiidae,,,Tupaia,,dorsalis
SCANDENTIA,,,,Tupaiidae,,,Tupaia,,glis
SCANDENTIA,,,,Tupaiidae,,,Tupaia,,gracilis
SCANDENTIA,,,,Tupaiidae,,,Tupaia,,gracilis
SCANDENTIA,,,,Tupaiidae,,,Tupaia,,gracilis
SCANDENTIA,,,,Tupaiidae,,,Tupaia,,gracilis
SCANDENTIA,,,,Tupaiidae,,,Tupaia,,javanica
SCANDENTIA,,,,Tupaiidae,,,Tupaia,,longipes
SCANDENTIA,,,,Tupaiidae,,,Tupaia,,longipes
SCANDENTIA,,,,Tupaiidae,,,Tupaia,,longipes
SCANDENTIA,,,,Tupaiidae,,,Tupaia,,minor
SCANDENTIA,,,,Tupaiidae,,,Tupaia,,minor
SCANDENTIA,,,,Tupaiidae,,,Tupaia,,minor
SCANDENTIA,,,,Tupaiidae,,,Tupaia,,minor
SCANDENTIA,,,,Tupaiidae,,,Tupaia,,minor
SCANDENTIA,,,,Tupaiidae,,,Tupaia,,moellendorffi
SCANDENTIA,,,,Tupaiidae,,,Tupaia,,moellendorffi
SCANDENTIA,,,,Tupaiidae,,,Tupaia,,moellendorffi
SCANDENTIA,,,,Tupaiidae,,,Tupaia,,moellendorffi
SCANDENTIA,,,,Tupaiidae,,,Tupaia,,montana
SCANDENTIA,,,,Tupaiidae,,,Tupaia,,montana
SCANDENTIA,,,,Tupaiidae,,,Tupaia,,montana
SCANDENTIA,,,,Tupaiidae,,,Tupaia,,nicobarica
SCANDENTIA,,,,Tupaiidae,,,Tupaia,,nicobarica
SCANDENTIA,,,,Tupaiidae,,,Tupaia,,nicobarica
SCANDENTIA,,,,Tupaiidae,,,Tupaia,,palawanensis
SCANDENTIA,,,,Tupaiidae,,,Tupaia,,picta
SCANDENTIA,,,,Tupaiidae,,,Tupaia,,picta
SCANDENTIA,,,,Tupaiidae,,,Tupaia,,picta
SCANDENTIA,,,,Tupaiidae,,,Tupaia,,splendidula
SCANDENTIA,,,,Tupaiidae,,,Tupaia,,splendidula
SCANDENTIA,,,,Tupaiidae,,,Tupaia,,splendidula
SCANDENTIA,,,,Tupaiidae,,,Tupaia,,splendidula
SCANDENTIA,,,,Tupaiidae,,,Tupaia,,splendidula
SCANDENTIA,,,,Tupaiidae,,,Tupaia,,splendidula
SCANDENTIA,,,,Tupaiidae,,,Tupaia,,tana
SCANDENTIA,,,,Tupaiidae,,,Tupaia,,tana
SCANDENTIA,,,,Tupaiidae,,,Tupaia,,tana
SCANDENTIA,,,,Tupaiidae,,,Tupaia,,tana
SCANDENTIA,,,,Tupaiidae,,,Tupaia,,tana
SCANDENTIA,,,,Tupaiidae,,,Tupaia,,tana
SCANDENTIA,,,,Tupaiidae,,,Tupaia,,tana
SCANDENTIA,,,,Tupaiidae,,,Tupaia,,tana
SCANDENTIA,,,,Tupaiidae,,,Tupaia,,tana
SCANDENTIA,,,,Tupaiidae,,,Tupaia,,tana
SCANDENTIA,,,,Tupaiidae,,,Tupaia,,tana
SCANDENTIA,,,,Tupaiidae,,,Tupaia,,tana
SCANDENTIA,,,,Tupaiidae,,,Tupaia,,tana
SCANDENTIA,,,,Tupaiidae,,,Tupaia,,tana
SCANDENTIA,,,,Tupaiidae,,,Tupaia,,tana
SCANDENTIA,,,,Tupaiidae,,,Tupaia,,tana
SCANDENTIA,,,,Tupaiidae,,,Urogale,,
SCANDENTIA,,,,Tupaiidae,,,Urogale,,everetti
SCANDENTIA,,,,Ptilocercidae,,,,,
SCANDENTIA,,,,Ptilocercidae,,,Ptilocercus,,
SCANDENTIA,,,,Ptilocercidae,,,Ptilocercus,,lowii
SCANDENTIA,,,,Ptilocercidae,,,Ptilocercus,,lowii
SCANDENTIA,,,,Ptilocercidae,,,Ptilocercus,,lowii
DERMOPTERA,,,,,,,,,
DERMOPTERA,,,,Cynocephalidae,,,,,
DERMOPTERA,,,,Cynocephalidae,,,Cynocephalus,,
DERMOPTERA,,,,Cynocephalidae,,,Cynocephalus,,volans
DERMOPTERA,,,,Cynocephalidae,,,Galeopterus,,
DERMOPTERA,,,,Cynocephalidae,,,Galeopterus,,variegates
PRIMATES,,,,,,,,,
PRIMATES,STREPSIRRHINI,,,,,,,,
PRIMATES,STREPSIRRHINI,LEMURIFORMES,,,,,,,
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Cheirogaleoidea,,,,,,
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Cheirogaleoidea,Cheirogaleidae,,,,,
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Cheirogaleoidea,Cheirogaleidae,,,Allocebus,,
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Cheirogaleoidea,Cheirogaleidae,,,Allocebus,,trichotis
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Cheirogaleoidea,Cheirogaleidae,,,Cheirogaleus,,
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Cheirogaleoidea,Cheirogaleidae,,,Cheirogaleus,,adipicaudatus
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Cheirogaleoidea,Cheirogaleidae,,,Cheirogaleus,,crossleyi
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Cheirogaleoidea,Cheirogaleidae,,,Cheirogaleus,,major
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Cheirogaleoidea,Cheirogaleidae,,,Cheirogaleus,,medius
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Cheirogaleoidea,Cheirogaleidae,,,Cheirogaleus,,minusculus
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Cheirogaleoidea,Cheirogaleidae,,,Cheirogaleus,,ravus
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Cheirogaleoidea,Cheirogaleidae,,,Cheirogaleus,,sibreei
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Cheirogaleoidea,Cheirogaleidae,,,Microcebus,,
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Cheirogaleoidea,Cheirogaleidae,,,Microcebus,,berthae
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Cheirogaleoidea,Cheirogaleidae,,,Microcebus,,griseorufus
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Cheirogaleoidea,Cheirogaleidae,,,Microcebus,,murinus
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Cheirogaleoidea,Cheirogaleidae,,,Microcebus,,myoxinus
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Cheirogaleoidea,Cheirogaleidae,,,Microcebus,,ravelobensis
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Cheirogaleoidea,Cheirogaleidae,,,Microcebus,,rufus
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Cheirogaleoidea,Cheirogaleidae,,,Microcebus,,sambiranensis
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Cheirogaleoidea,Cheirogaleidae,,,Microcebus,,tavaratra
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Cheirogaleoidea,Cheirogaleidae,,,Mirza,,
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Cheirogaleoidea,Cheirogaleidae,,,Mirza,,coquereli
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Cheirogaleoidea,Cheirogaleidae,,,Phaner,,
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Cheirogaleoidea,Cheirogaleidae,,,Phaner,,electromontis
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Cheirogaleoidea,Cheirogaleidae,,,Phaner,,furcifer
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Cheirogaleoidea,Cheirogaleidae,,,Phaner,,pallescens
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Cheirogaleoidea,Cheirogaleidae,,,Phaner,,parienti
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Lemuroidea,,,,,,
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Lemuroidea,Lemuridae,,,,,
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Lemuroidea,Lemuridae,,,Eulemur,,
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Lemuroidea,Lemuridae,,,Eulemur,,albifrons
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Lemuroidea,Lemuridae,,,Eulemur,,albocollaris
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Lemuroidea,Lemuridae,,,Eulemur,,cinereiceps
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Lemuroidea,Lemuridae,,,Eulemur,,collaris
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Lemuroidea,Lemuridae,,,Eulemur,,coronatus
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Lemuroidea,Lemuridae,,,Eulemur,,fulvus
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Lemuroidea,Lemuridae,,,Eulemur,,macaco
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Lemuroidea,Lemuridae,,,Eulemur,,macaco
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Lemuroidea,Lemuridae,,,Eulemur,,macaco
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Lemuroidea,Lemuridae,,,Eulemur,,mongoz
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Lemuroidea,Lemuridae,,,Eulemur,,rubriventer
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Lemuroidea,Lemuridae,,,Eulemur,,rufus
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Lemuroidea,Lemuridae,,,Eulemur,,sanfordi
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Lemuroidea,Lemuridae,,,Hapalemur,,
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Lemuroidea,Lemuridae,,,Hapalemur,,alaotrensis
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Lemuroidea,Lemuridae,,,Hapalemur,,aureus
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Lemuroidea,Lemuridae,,,Hapalemur,,griseus
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Lemuroidea,Lemuridae,,,Hapalemur,,griseus
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Lemuroidea,Lemuridae,,,Hapalemur,,griseus
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Lemuroidea,Lemuridae,,,Hapalemur,,occidentalis
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Lemuroidea,Lemuridae,,,Lemur,,
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Lemuroidea,Lemuridae,,,Lemur,,catta
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Lemuroidea,Lemuridae,,,Prolemur,,
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Lemuroidea,Lemuridae,,,Prolemur,,simus
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Lemuroidea,Lemuridae,,,Varecia,,
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Lemuroidea,Lemuridae,,,Varecia,,rubra
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Lemuroidea,Lemuridae,,,Varecia,,variegata
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Lemuroidea,Lemuridae,,,Varecia,,variegata
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Lemuroidea,Lemuridae,,,Varecia,,variegata
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Lemuroidea,Lemuridae,,,Varecia,,variegata
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Lemuroidea,Lepilemuridae,,,,,
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Lemuroidea,Lepilemuridae,,,Lepilemur,,
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Lemuroidea,Lepilemuridae,,,Lepilemur,,ankaranensis
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Lemuroidea,Lepilemuridae,,,Lepilemur,,dorsalis
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Lemuroidea,Lepilemuridae,,,Lepilemur,,edwardsi
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Lemuroidea,Lepilemuridae,,,Lepilemur,,leucopus
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Lemuroidea,Lepilemuridae,,,Lepilemur,,microdon
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Lemuroidea,Lepilemuridae,,,Lepilemur,,mustelinus
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Lemuroidea,Lepilemuridae,,,Lepilemur,,ruficaudatus
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Lemuroidea,Lepilemuridae,,,Lepilemur,,septentrionalis
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Lemuroidea,Indridae,,,,,
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Lemuroidea,Indridae,,,Avahi,,
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Lemuroidea,Indridae,,,Avahi,,laniger
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Lemuroidea,Indridae,,,Avahi,,occidentalis
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Lemuroidea,Indridae,,,Avahi,,unicolor
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Lemuroidea,Indridae,,,Indri,,
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Lemuroidea,Indridae,,,Indri,,indri
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Lemuroidea,Indridae,,,Indri,,indri
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Lemuroidea,Indridae,,,Indri,,indri
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Lemuroidea,Indridae,,,Propithecus,,
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Lemuroidea,Indridae,,,Propithecus,,coquereli
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Lemuroidea,Indridae,,,Propithecus,,deckenii
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Lemuroidea,Indridae,,,Propithecus,,deckenii
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Lemuroidea,Indridae,,,Propithecus,,deckenii
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Lemuroidea,Indridae,,,Propithecus,,diadema
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Lemuroidea,Indridae,,,Propithecus,,diadema
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Lemuroidea,Indridae,,,Propithecus,,diadema
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Lemuroidea,Indridae,,,Propithecus,,edwardsi
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Lemuroidea,Indridae,,,Propithecus,,perrieri
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Lemuroidea,Indridae,,,Propithecus,,tattersalli
PRIMATES,STREPSIRRHINI,LEMURIFORMES,Lemuroidea,Indridae,,,Propithecus,,verreauxi
PRIMATES,STREPSIRRHINI,CHIROMYIFORMES,,,,,,,
PRIMATES,STREPSIRRHINI,CHIROMYIFORMES,,Daubentoniidae,,,,,
PRIMATES,STREPSIRRHINI,CHIROMYIFORMES,,Daubentoniidae,,,Daubentonia,,
PRIMATES,STREPSIRRHINI,CHIROMYIFORMES,,Daubentoniidae,,,Daubentonia,,madagascariensis
PRIMATES,STREPSIRRHINI,LORISIFORMES,,,,,,,
PRIMATES,STREPSIRRHINI,LORISIFORMES,,Lorisidae,,,,,
PRIMATES,STREPSIRRHINI,LORISIFORMES,,Lorisidae,,,Arctocebus,,
PRIMATES,STREPSIRRHINI,LORISIFORMES,,Lorisidae,,,Arctocebus,,aureus
PRIMATES,STREPSIRRHINI,LORISIFORMES,,Lorisidae,,,Arctocebus,,calabarensis
PRIMATES,STREPSIRRHINI,LORISIFORMES,,Lorisidae,,,Loris,,
PRIMATES,STREPSIRRHINI,LORISIFORMES,,Lorisidae,,,Loris,,lydekkerianus
PRIMATES,STREPSIRRHINI,LORISIFORMES,,Lorisidae,,,Loris,,lydekkerianus
PRIMATES,STREPSIRRHINI,LORISIFORMES,,Lorisidae,,,Loris,,lydekkerianus
PRIMATES,STREPSIRRHINI,LORISIFORMES,,Lorisidae,,,Loris,,lydekkerianus
PRIMATES,STREPSIRRHINI,LORISIFORMES,,Lorisidae,,,Loris,,lydekkerianus
PRIMATES,STREPSIRRHINI,LORISIFORMES,,Lorisidae,,,Loris,,tardigradus
PRIMATES,STREPSIRRHINI,LORISIFORMES,,Lorisidae,,,Nycticebus,,
PRIMATES,STREPSIRRHINI,LORISIFORMES,,Lorisidae,,,Nycticebus,,bengalensis
PRIMATES,STREPSIRRHINI,LORISIFORMES,,Lorisidae,,,Nycticebus,,coucang
PRIMATES,STREPSIRRHINI,LORISIFORMES,,Lorisidae,,,Nycticebus,,coucang
PRIMATES,STREPSIRRHINI,LORISIFORMES,,Lorisidae,,,Nycticebus,,coucang
PRIMATES,STREPSIRRHINI,LORISIFORMES,,Lorisidae,,,Nycticebus,,coucang
PRIMATES,STREPSIRRHINI,LORISIFORMES,,Lorisidae,,,Nycticebus,,pygmaeus
PRIMATES,STREPSIRRHINI,LORISIFORMES,,Lorisidae,,,Perodicticus,,
PRIMATES,STREPSIRRHINI,LORISIFORMES,,Lorisidae,,,Perodicticus,,potto
PRIMATES,STREPSIRRHINI,LORISIFORMES,,Lorisidae,,,Perodicticus,,potto
PRIMATES,STREPSIRRHINI,LORISIFORMES,,Lorisidae,,,Perodicticus,,potto
PRIMATES,STREPSIRRHINI,LORISIFORMES,,Lorisidae,,,Perodicticus,,potto
PRIMATES,STREPSIRRHINI,LORISIFORMES,,Lorisidae,,,Pseudopotto,,
PRIMATES,STREPSIRRHINI,LORISIFORMES,,Lorisidae,,,Pseudopotto,,martini
PRIMATES,STREPSIRRHINI,LORISIFORMES,,Galagidae,,,,,
PRIMATES,STREPSIRRHINI,LORISIFORMES,,Galagidae,,,Euoticus,,
PRIMATES,STREPSIRRHINI,LORISIFORMES,,Galagidae,,,Euoticus,,elegantulus
PRIMATES,STREPSIRRHINI,LORISIFORMES,,Galagidae,,,Euoticus,,pallidus
PRIMATES,STREPSIRRHINI,LORISIFORMES,,Galagidae,,,Euoticus,,pallidus
PRIMATES,STREPSIRRHINI,LORISIFORMES,,Galagidae,,,Euoticus,,pallidus
PRIMATES,STREPSIRRHINI,LORISIFORMES,,Galagidae,,,Galago,,
PRIMATES,STREPSIRRHINI,LORISIFORMES,,Galagidae,,,Galago,,alleni
PRIMATES,STREPSIRRHINI,LORISIFORMES,,Galagidae,,,Galago,,cameronensis
PRIMATES,STREPSIRRHINI,LORISIFORMES,,Galagidae,,,Galago,,demidoff
PRIMATES,STREPSIRRHINI,LORISIFORMES,,Galagidae,,,Galago,,gabonensis
PRIMATES,STREPSIRRHINI,LORISIFORMES,,Galagidae,,,Galago,,gallarum
PRIMATES,STREPSIRRHINI,LORISIFORMES,,Galagidae,,,Galago,,granti
PRIMATES,STREPSIRRHINI,LORISIFORMES,,Galagidae,,,Galago,,matschiei
PRIMATES,STREPSIRRHINI,LORISIFORMES,,Galagidae,,,Galago,,moholi
PRIMATES,STREPSIRRHINI,LORISIFORMES,,Galagidae,,,Galago,,nyasae
PRIMATES,STREPSIRRHINI,LORISIFORMES,,Galagidae,,,Galago,,orinus
PRIMATES,STREPSIRRHINI,LORISIFORMES,,Galagidae,,,Galago,,rondoensis
PRIMATES,STREPSIRRHINI,LORISIFORMES,,Galagidae,,,Galago,,senegalensis
PRIMATES,STREPSIRRHINI,LORISIFORMES,,Galagidae,,,Galago,,senegalensis
PRIMATES,STREPSIRRHINI,LORISIFORMES,,Galagidae,,,Galago,,senegalensis
PRIMATES,STREPSIRRHINI,LORISIFORMES,,Galagidae,,,Galago,,senegalensis
PRIMATES,STREPSIRRHINI,LORISIFORMES,,Galagidae,,,Galago,,senegalensis
PRIMATES,STREPSIRRHINI,LORISIFORMES,,Galagidae,,,Galago,,thomasi
PRIMATES,STREPSIRRHINI,LORISIFORMES,,Galagidae,,,Galago,,zanzibaricus
PRIMATES,STREPSIRRHINI,LORISIFORMES,,Galagidae,,,Otolemur,,
PRIMATES,STREPSIRRHINI,LORISIFORMES,,Galagidae,,,Otolemur,,crassicaudatus
PRIMATES,STREPSIRRHINI,LORISIFORMES,,Galagidae,,,Otolemur,,crassicaudatus
PRIMATES,STREPSIRRHINI,LORISIFORMES,,Galagidae,,,Otolemur,,crassicaudatus
PRIMATES,STREPSIRRHINI,LORISIFORMES,,Galagidae,,,Otolemur,,garnettii
PRIMATES,STREPSIRRHINI,LORISIFORMES,,Galagidae,,,Otolemur,,garnettii
PRIMATES,STREPSIRRHINI,LORISIFORMES,,Galagidae,,,Otolemur,,garnettii
PRIMATES,STREPSIRRHINI,LORISIFORMES,,Galagidae,,,Otolemur,,garnettii
PRIMATES,STREPSIRRHINI,LORISIFORMES,,Galagidae,,,Otolemur,,garnettii
PRIMATES,STREPSIRRHINI,LORISIFORMES,,Galagidae,,,Otolemur,,monteiri
PRIMATES,STREPSIRRHINI,LORISIFORMES,,Galagidae,,,Otolemur,,monteiri
PRIMATES,STREPSIRRHINI,LORISIFORMES,,Galagidae,,,Otolemur,,monteiri
PRIMATES,HAPLORRHINI,,,,,,,,
PRIMATES,HAPLORRHINI,TARSIIFORMES,,,,,,,
PRIMATES,HAPLORRHINI,TARSIIFORMES,,Tarsiidae,,,,,
PRIMATES,HAPLORRHINI,TARSIIFORMES,,Tarsiidae,,,Tarsius,,
PRIMATES,HAPLORRHINI,TARSIIFORMES,,Tarsiidae,,,Tarsius,,bancanus
PRIMATES,HAPLORRHINI,TARSIIFORMES,,Tarsiidae,,,Tarsius,,bancanus
PRIMATES,HAPLORRHINI,TARSIIFORMES,,Tarsiidae,,,Tarsius,,bancanus
PRIMATES,HAPLORRHINI,TARSIIFORMES,,Tarsiidae,,,Tarsius,,bancanus
PRIMATES,HAPLORRHINI,TARSIIFORMES,,Tarsiidae,,,Tarsius,,dentatus
PRIMATES,HAPLORRHINI,TARSIIFORMES,,Tarsiidae,,,Tarsius,,pelengensis
PRIMATES,HAPLORRHINI,TARSIIFORMES,,Tarsiidae,,,Tarsius,,pumilus
PRIMATES,HAPLORRHINI,TARSIIFORMES,,Tarsiidae,,,Tarsius,,sangirensis
PRIMATES,HAPLORRHINI,TARSIIFORMES,,Tarsiidae,,,Tarsius,,syrichta
PRIMATES,HAPLORRHINI,TARSIIFORMES,,Tarsiidae,,,Tarsius,,tarsier
PRIMATES,HAPLORRHINI,SIMIIFORMES,,,,,,,
PRIMATES,HAPLORRHINI,SIMIIFORMES,,Cebidae,,,,,
PRIMATES,HAPLORRHINI,SIMIIFORMES,,Cebidae,Callitrichinae,,,,
PRIMATES,HAPLORRHINI,SIMIIFORMES,,Cebidae,Callitrichinae,,Callimico,,
PRIMATES,HAPLORRHINI,SIMIIFORMES,,Cebidae,Callitrichinae,,Callimico,,goeldii
PRIMATES,HAPLORRHINI,SIMIIFORMES,,Cebidae,Callitrichinae,,Callithrix,,
PRIMATES,HAPLORRHINI,SIMIIFORMES,,Cebidae,Callitrichinae,,Callithrix,Callithrix,
PRIMATES,HAPLORRHINI,SIMIIFORMES,,Cebidae,Callitrichinae,,Callithrix,Mico,
PRIMATES,HAPLORRHINI,SIMIIFORMES,,Cebidae,Callitrichinae,,Callithrix,Cebuella,
PRIMATES,HAPLORRHINI,SIMIIFORMES,,Cebidae,Callitrichinae,,Callithrix,Calibella,
PRIMATES,HAPLORRHINI,SIMIIFORMES,,Cebidae,Callitrichinae,,Callithrix,Mico,acariensis
PRIMATES,HAPLORRHINI,SIMIIFORMES,,Cebidae,Callitrichinae,,Callithrix,Mico,argentata
PRIMATES,HAPLORRHINI,SIMIIFORMES,,Cebidae,Callitrichinae,,Callithrix,Callithrix,aurita
PRIMATES,HAPLORRHINI,SIMIIFORMES,,Cebidae,Callitrichinae,,Callithrix,Mico,chrysoleuca
PRIMATES,HAPLORRHINI,SIMIIFORMES,,Cebidae,Callitrichinae,,Callithrix,Mico,emiliae
PRIMATES,HAPLORRHINI,SIMIIFORMES,,Cebidae,Callitrichinae,,Callithrix,Callithrix,flaviceps
PRIMATES,HAPLORRHINI,SIMIIFORMES,,Cebidae,Callitrichinae,,Callithrix,Callithrix,geoffroyi
PRIMATES,HAPLORRHINI,SIMIIFORMES,,Cebidae,Callitrichinae,,Callithrix,Mico,humeralifera
PRIMATES,HAPLORRHINI,SIMIIFORMES,,Cebidae,Callitrichinae,,Callithrix,Calibella,humilis
PRIMATES,HAPLORRHINI,SIMIIFORMES,,Cebidae,Callitrichinae,,Callithrix,Mico,intermedia
PRIMATES,HAPLORRHINI,SIMIIFORMES,,Cebidae,Callitrichinae,,Callithrix,Callithrix,jacchus
PRIMATES,HAPLORRHINI,SIMIIFORMES,,Cebidae,Callitrichinae,,Callithrix,Callithrix,kuhlii
PRIMATES,HAPLORRHINI,SIMIIFORMES,,Cebidae,Callitrichinae,,Callithrix,Mico,leucippe
PRIMATES,HAPLORRHINI,SIMIIFORMES,,Cebidae,Callitrichinae,,Callithrix,Mico,manicorensis
PRIMATES,HAPLORRHINI,SIMIIFORMES,,Cebidae,Callitrichinae,,Callithrix,Mico,marcai
PRIMATES,HAPLORRHINI,SIMIIFORMES,,Cebidae,Callitrichinae,,Callithrix,Mico,mauesi
PRIMATES,HAPLORRHINI,SIMIIFORMES,,Cebidae,Callitrichinae,,Callithrix,Mico,melanura
PRIMATES,HAPLORRHINI,SIMIIFORMES,,Cebidae,Callitrichinae,,Callithrix,Mico,nigriceps
PRIMATES,HAPLORRHINI,SIMIIFORMES,,Cebidae,Callitrichinae,,Callithrix,Callithrix,penicillata
PRIMATES,HAPLORRHINI,SIMIIFORMES,,Cebidae,Callitrichinae,,Callithrix,Cebuella,pygmaea
PRIMATES,HAPLORRHINI,SIMIIFORMES,,Cebidae,Callitrichinae,,Callithrix,Cebuella,pygmaea
PRIMATES,HAPLORRHINI,SIMIIFORMES,,Cebidae,Callitrichinae,,Callithrix,Cebuella,pygmaea
PRIMATES,HAPLORRHINI,SIMIIFORMES,,Cebidae,Callitrichinae,,Callithrix,Mico,saterei
