occurrence.genus_name,occurrence.species_name
Tyrrhenoglis,figariensis
Apodemus,mannu
Rhagapodemus,hautimagnensis
Prolagus,figaro
Mesopithecus,monspessulanus
Tapirus,arvernensis
Hipparion,sp.
Sus,minor
Hexaprotodon,pantanellii
Cervus,elsanus
Prolagus,elsanus
Parabos,cordieri
Anancus,arvernensis
Dicerorhinus,jeanvireti
Sus,minor
Metaxytherium,subapenninum
Mesoplodon,longirostris
Blarinoides,sp.
Mimomys,stehlini
Prolagus,sp.
Metaxytherium,subapenninum
Mimomys,stehlini
Tapirus,arvernensis
Dicerorhinus,sp.
Sus,sp.
Ursus,sp.
Episoriculus,gibberodon
Talpa,sp.
Eliomys,sp.
Blarinoides,mariae
Petenyia,hungarica
Beremendia,fissidens
Talpa,minor
Parailurus,hungaricus
Baranogale,helbingi
Enhydrictis,sp.
Castor,sp.
Amphidyromys,pusillus
Apodemus,alsomyoides
Prolagus,savagei
Hystrix,sp.
Germanomys,sp.
Deinsdorfia,hibbardi
Asoriculus,gibberodon
Sorex,sp.
Muscardinus,pliocaenicus
Mimomys,stehlini
Mimomys,hassiacus
Hypolagus,brachygnathus
Castor,sp.
Apodemus,alsomyoides
Anancus,arvernensis
Tapirus,arvernensis
Dicerorhinus,jeanvireti
Sus,minor
Cervus,sp.
Hystrix,sp.
Anancus,arvernensis
Tapirus,arvernensis
Sus,minor
Cervus,sp.
Eosqualodon,latirostris
Squalodon,dalpiazi
Neosqualodon,assenzae
Neosqualodon,gastaldii
Neosqualodon,gastaldii
Neosqualodon,gastaldii
Mesoplodon,sp.
Mesoplodon,sp.
Eurhinodelphis,sassariensis
Delphinus,taramelli
Eurhinodelphis,salentinus
Balaenotus,insignis
Megapteropsis,robusta
Plesiocetus,garopii
Heterocetus,brevifrons
Burtinopsis,similis
Herpetocetus,scaldiensis
Titanocetus,sammariensis
Ursus,minimus
Mammut,borsoni
Anancus,arvernensis
Tapirus,arvernensis
Dicerorhinus,jeanvireti
Leptobos,sp.
Mammut,borsoni
Anancus,arvernensis
Tapirus,arvernensis
Castor,sp.
Anancus,arvernensis
Tapirus,arvernensis
Mammuthus,gromovi
Mammuthus,gromovi
Canis,etruscus
Vulpes,alopecoides
Anancus,arvernensis
Mammuthus,meridionalis
Equus,stenonis
Stephanorhinus,etruscus
Sus,sp.
Croizetoceros,ramosus
Cervus,philisi
Eucladoceros,sp.
Gazella,borbonica
Leptobos,sp.
Democricetodon,minor
Democricetodon,mutilus
Megacricetodon,sp.
Eumyarion,bifidus
Neocometes,similis
Megacricetodon,minor
Proscapanus,sansaniensis
Scaptonyx,edwardsi
Desmanodon,antiquus
Megacricetodon,germanicus
Eumyarion,weinfurteri
Anomalomys,minutus
Parasorex,socialis
Lanthanotherium,sansaniense
Plesiosorex,schaffneri
Scaptonyx,edwardsi
Dinosorex,pachygnathus
Plesiodimylus,chantrei
Metacordylodon,schlosseri
Proscapanus,sansaniensis
Talpa,minuta
Desmanella,stehlini
Tadarida,sp.
Trochotherium,sp.
Herpestes,filholi
Semigenetta,mutata
Ursavus,brevirhinus
Pseudarctos,bavaricus
Spermophilinus,bredai
Miopetaurista,gaillardi
Forsythia,gaudryi
Blackia,miocaenica
Petauristodon,sp.
Steneofiber,minutus
Keramidomys,mohleri
Keramidomys,anwilensis
Leptodontomys,catalaunicus
Microdyromys,koenigswaldi
Microdyromys,miocaenicus
Paraglirulus,werenfelsi
Paraglirulus,lissiensis
Glirudinus,gracilis
Eomuscardinus,sansaniensis
Muscardinus,sp.
Pseudodryomys,hamadryas
Myoglis,larteti
Megacricetodon,schaubi
Megacricetodon,similis
Leidymys,latior
Deperetomys,hagni
Anomalomys,gaudryi
Neocometes,brunonis
Prolagus,oeningensis
Lagopsis,verus
Amphilagus,fontannesi
Anchitherium,aurelianense
Rhinoceros,sp.
Listriodon,splendens
Conohyus,simorrensis
Taucanamo,pygmaeum
Micromeryx,flourensianus
Euprox,furcatus
Palaeomeryx,sp.
Dorcatherium,sp.
Eotragus,sp.
Megacricetodon,minor
Deperetomys,hagni
Eumyarion,latior
Megacricetodon,germanicus
Democricetodon,brevis
Democricetodon,freisingensis
Cricetodon,jumaensis
Megacricetodon,minor
Megacricetodon,similis
Democricetodon,brevis
Cricetodon,sansaniensis
Megacricetodon,minor
Eumyarion,medius
Cricetodon,sansaniensis
Megacricetodon,minor
Democricetodon,minor
Democricetodon,mutilus
Eumyarion,medius
Cricetodon,aureus
Megacricetodon,germanicus
Miodyromys,aegercii
Glirulus,diremptus
Microdyromys,complicatus
Prodryomys,satus
Muscardinus,sansaniensis
Bransatoglis,sp.
Heissigia,bolligeri
Megacricetodon,gregarius
Megacricetodon,minor
Democricetodon,mutilus
Eumyarion,latior
Anomalomys,gaudryi
Democricetodon,freisingensis
Cricetodon,aureus
Megacricetodon,minor
Democricetodon,mutilus
Cainotherium,huerzeleri
Tadarida,leptognatha
Miostrellus,risgoviensis
Megacricetodon,minor
Cricetodon,aureus
Democricetodon,mutilus
Cainotherium,huerzeleri
Tadarida,engesseri
Megacricetodon,minor
Megacricetodon,similis
Megacricetodon,gregarius
Democricetodon,freisingensis
Eumyarion,bifidus
Anomalomys,gaudryi
Megacricetodon,minor
Democricetodon,mutilus
Eumyarion,medius
Cricetodon,meini
Docodon,victor
Psalodon,marshi
Cetotherium,sp.
Halitherium,sp.
Cetotherium,sp.
Cetotherium,sp.
Cetotherium,sp.
Leptodelphis,stavropolitanus
Anacharsis,orbus
Phoca,novorossica
Archaeocetus,fockii
Kurdalagonus,maicopicum
Eucetotherium,sp.
Plesiocetopsis,sp.
Cetotheriophanes,sp.
Cetotherium,mayeri
Otradnocetus,virodovi
Hemisyntrachelus,cortesii
Steno,sp.
Physeter,catodon
Idiocetus,guicciardinii
Anancus,arvernensis
Mammuthus,gromovi
Dicerorhinus,jeanvireti
Eubalaena,sp.
Tursiops,sp.
Proborhyaena,gigantia
Peltephilus,sp.
Palaeopeltis,inornatus
Platypittamys,brachyodon
Rhynchippus,pumilus
Scarrittia,canquelensis
Talpa,romana
Crocidura,kornfeldi
Sorex,runtonensis
Allocricetus,bursae
Apodemus,sp.
Mimomys,savini
Microtus,arvalidens
Microtus,brecciensis
Microtus,sp.
Homotherium,sp.
Crocuta,crocuta
Ursus,sp.
Mammuthus,trogontherii
Palaeoloxodon,antiquus
Equus,sp.
Equus,altidens
Stephanorhinus,hundsheimensis
Hippopotamus,amphibius
Sus,scrofa
Megaloceros,verticornis
Megaloceros,savini
Megaloceros,dawkinsi
Cervus,elaphus
Bison,sp.
Mimomys,savini
Castor,fiber
Trogontherium,cuvieri
Panthera,leo
Canis,lupus
Crocuta,crocuta
Mammuthus,trogontherii
Equus,sp.
Equus,altidens
Stephanorhinus,hundsheimensis
Hippopotamus,amphibius
Sus,scrofa
Megaloceros,verticornis
Megaloceros,savini
Antilope,dama
Cervus,elaphus
Bison,sp.
Crocuta,crocuta
Mammuthus,trogontherii
Stephanorhinus,hundsheimensis
Sus,scrofa
Megaloceros,verticornis
Megaloceros,savini
Bison,sp.
Erinaceus,europaeus
Beremendia,fissidens
Sorex,minutus
Sorex,runtonensis
Sorex,savini
Neomys,newtoni
Talpa,europaea
Talpa,minor
Desmana,moschata
Macaca,sylvanus
Lepus,sp.
Trogontherium,cuvieri
Castor,fiber
Cricetus,cricetus
Myodes,glareolus
Pliomys,episcopalis
Mimomys,savini
Microtus,arvaloides
Microtus,gregaloides
Microtus,arvalis
Microtus,oeconomus
Apodemus,sylvaticus
Canis,lupus
Ursus,deningeri
Mustela,nivalis
Mustela,erminea
Mustela,putorius
Martes,sp.
Pannonictis,sp.
Lutra,simplicidens
Crocuta,crocuta
Felis,sp.
Panthera,gombaszoegensis
Homotherium,sp.
Mammuthus,trogontherii
Equus,altidens
Equus,sp.
Stephanorhinus,hundsheimensis
Sus,scrofa
Megaloceros,verticornis
Megaloceros,savini
Antilope,dama
Cervus,elaphus
Cervalces,latifrons
Capreolus,capreolus
Bison,schoetensacki
Nyctalus,noctula
Erignathus,barbatus
Ursus,spelaeus
Martes,sylvatica
Phoca,sp.
Equus,caballus
Stephanorhinus,etruscus
Sorex,vulgaris
Sorex,pygmaeus
Castor,europaeus
Arvicola,glabeolus
Evotomys,intermedius
Arvicola,amphibius
Arvicola,gravalis
Arvicola,gregalis
Apodemus,sylvaticus
Talpa,europaea
Parvocristes,oligocollis
Anthracobune,wardi
Khirtharia,dayi
Pharsophorus,sp.
Archaeotypotherium,propheticus
Proadinotherium,sp.
Plagiarthrus,clivus
Trachytherus,sp.
Propachyrucos,simpsoni
Prosotherium,garzoni
Rhynchippus,equinus
Parastrapotherium,sp.
Prorastomus,sirenoides
Prorastomus,sirenoides
Basilosaurus,sp.
Protosiren,sp.
Protosiren,sp.
Protosiren,sp.
Cynthiacetus,maxwelli
Sirenavus,hungaricus
Protosiren,fraasi
Paralitherium,tarkanyense
Sirenavus,sp.
Halitherium,sp.
Heterocetus,guiscardii
Amphidolops,serrula
Polydolops,thomasi
Trigonostylops,sp.
Notostylops,sp.
Pleurostylodon,sp.
Pleurostylodon,similis
Caroloameghinia,tenuis
Arminiheringia,sp.
Amphidolops,serrula
Polydolops,thomasi
Trigonostylops,sp.
Notopithecus,sp.
Notopithecus,adapinus
Isotemnus,primitivus
Pleurostylodon,similis
Periphragnis,sp.
Notostylops,sp.
Notostylops,murinus
Antepithecus,brachystephanus
Albertogaudrya,sp.
Oldfieldthomasia,debilitata
Protarchaeohyrax,gracilis
Oldfieldthomasia,debilitata
Albertogaudrya,unica
Notopithecus,adapinus
Eosiren,libyca
Saghacetus,osiris
Basilosaurus,isis
Eosiren,stromeri
Halitherium,sp.
Protosiren,minima
Eotheroides,sp.
Eotheroides,sp.
Protosiren,sp.
Eotheroides,sp.
Prototherium,sp.
Barytherium,sp.
Phiomia,sp.
Aphelops,sp.
Squalodon,protervus
Orycterocetus,crocodilinus
Leptophoca,lenis
Sirenavus,sp.
Sirenavus,sp.
Mesoteras,kerrianus
Ontocetus,emmonsi
Delphinapterus,orcinus
Cetotherium,polyporum
Ontocetus,emmonsi
Hyaena,sp.
Anancus,arvernensis
Mammuthus,meridionalis
Equus,sp.
Eucladoceros,sp.
Homotherium,sainzelli
Equus,bressanus
Antilope,nestii
Mimomys,savini
Myodes,glareolus
Pliomys,episcopalis
Apodemus,sylvaticus
Sorex,minutus
Beremendia,fissidens
Talpa,minor
Mimomys,savini
Myodes,glareolus
Pliomys,episcopalis
Microtus,arvalis
Apodemus,sylvaticus
Mimomys,savini
Myodes,glareolus
Pliomys,episcopalis
Microtus,arvalis
Apodemus,sylvaticus
Sorex,minutus
Sorex,savini
Mimomys,savini
Myodes,glareolus
Pliomys,episcopalis
Microtus,arvalis
Apodemus,sylvaticus
Sorex,minutus
Sorex,savini
Beremendia,fissidens
Talpa,minor
Mimomys,savini
Myodes,glareolus
Pliomys,episcopalis
Microtus,arvalis
Apodemus,sylvaticus
Stephanorhinus,etruscus
Cervus,elaphus
Cervus,elaphus
Lemmus,sp.
Megaloceros,sp.
Bison,schoetensacki
Arvicola,cantianus
Neomys,newtoni
Sorex,runtonensis
Sorex,minutus
Sorex,savini
Talpa,europaea
Talpa,minor
Desmana,sp.
Lepus,sp.
Trogontherium,cuvieri
Castor,fiber
Sciurus,sp.
Eliomys,quercinus
Muscardinus,avellanarius
Sicista,sp.
Cricetus,major
Allocricetus,bursae
Lemmus,lemmus
Pliomys,episcopalis
Myodes,glareolus
Arvicola,terrestris
Microtus,arvalidens
Microtus,gregaloides
Microtus,arvalis
Microtus,agrestis
Microtus,oeconomus
Microtus,gregalis
Apodemus,sylvaticus
Apodemus,maastrichtiensis
Canis,lupus
Ursus,deningeri
Mustela,putorius
Mustela,nivalis
Meles,sp.
Mammuthus,trogontherii
Equus,sp.
Cervus,elaphus
Capreolus,capreolus
Stephanorhinus,etruscus
Desmana,moschata
Trogontherium,cuvieri
Ursus,deningeri
Hyaena,sp.
Mammuthus,meridionalis
Mammuthus,trogontherii
Equus,sp.
Stephanorhinus,etruscus
Hippopotamus,amphibius
Sus,scrofa
Megaloceros,verticornis
Cervus,elaphus
Cervalces,latifrons
Capreolus,suessenbornensis
Cervus,elaphoides
Hippopotamus,sp.
Talpa,europaea
Talpa,minor
Sorex,sp.
Sorex,sp.
Lepus,sp.
Eliomys,quercinus
Sicista,sp.
Cricetus,cricetus
Cricetus,major
Allocricetus,bursae
Pliomys,episcopalis
Myodes,glareolus
Microtus,arvalidens
Microtus,gregaloides
Microtus,sp.
Microtus,gregalis
Apodemus,sp.
Dicerorhinus,sp.
Equus,sp._1
Equus,sp._2
Praemegaceros,verticornis
Alces,sp.
Cervus,elaphus
Antilope,sp.
Talpa,sp.
Microtus,arvalis
Microtus,sp.
Apodemus,sp.
Mammuthus,trogontherii
Equus,sp.
Microtus,sp.
Equus,sp.
Notostylops,murinus
Trigonostylops,sp.
Notopithecus,adapinus
Scaldicetus,grandis
Nannocetus,sp.
Hydrodamalis,cuestae
Nannocetus,sp.
Hydrodamalis,cuestae
Squalodon,gambierensis
Leontinia,gaudryi
Leontinia,freqens
Pyrotherium,sp.
Astrapotherium,sp.
Leontinia,sp.
Homalodontotherium,sp.
Trimerostephanos,sp.
Nesodon,sp.
Coresodon,sp.
Deuterotherium,sp.
Hegetotherium,sp.
Octodontotherium,sp.
Palaeoloxodon,antiquus
Equus,sp.
Cervus,elaphus
Sus,scrofa
Apodemus,sylvaticus
Apodemus,maastrichtiensis
Microtus,hintoni
Eliomys,sp.
Sorex,sp.
Asoriculus,sp.
Sorex,savini
Desmana,moschata
Talpa,minor
Talpa,europaea
Macaca,sp.
Lepus,sp.
Ochotona,pusilla
Castor,fiber
Trogontherium,cuvieri
Sciurus,sp.
Cricetus,cricetus
Arvicola,cantianus
Microtus,schmidtgeni
Microtus,arvalinus
Microtus,ratticepoides
Myodes,sp.
Pliomys,episcopalis
Lemmus,sp.
Canis,lupus
Cuon,priscus
Cuon,priscus
Xenocyon,lycaonoides
Ursus,deningeri
Ursus,thibetanus
Mustela,nivalis
Mustela,putorius
Gulo,gulo
Lutra,sp.
Pliocrocuta,perrieri
Crocuta,crocuta
Lynx,issiodorensis
Panthera,leo
Panthera,gombaszoegensis
Acinonyx,pardinensis
Homotherium,sp.
Mammuthus,trogontherii
Palaeoloxodon,antiquus
Equus,mosbachensis
Stephanorhinus,etruscus
Stephanorhinus,kirchbergensis
Stephanorhinus,hemitoechus
Hippopotamus,amphibius
Sus,scrofa
Megaloceros,verticornis
Cervus,elaphus
Cervus,reichenaui
Cervalces,latifrons
Alces,sp.
Capreolus,suessenbornensis
Bison,schoetensacki
Bison,priscus
Praeovibos,schmidtgeni
Lutra,simplicidens
Desmana,thermalis
Arvicola,cantianus
Apodemus,sp.
Castor,fiber
Trogontherium,cuvieri
Canis,lupus
Ursus,deningeri
Mammuthus,meridionalis
Mammuthus,trogontherii
Stephanorhinus,etruscus
Equus,robustus
Hippopotamus,amphibius
Cervalces,latifrons
Cervus,elaphus
Megaloceros,verticornis
Capreolus,capreolus
Bison,priscus
Talpa,minor
Talpa,europaea
Homo,heidelbergensis
Apodemus,sp.
Microtus,sp.
Arvicola,cantianus
Pliomys,episcopalis
Castor,fiber
Trogontherium,cuvieri
Canis,lupus
Ursus,thibetanus
Ursus,deningeri
Pliocrocuta,perrieri
Panthera,pardus
Panthera,leo
Lynx,issiodorensis
Felis,sylvestris
Homotherium,sp.
Palaeoloxodon,antiquus
Equus,mosbachensis
Stephanorhinus,hundsheimensis
Stephanorhinus,kirchbergensis
Sus,scrofa
Hippopotamus,amphibius
Cervalces,latifrons
Cervus,elaphus
Capreolus,capreolus
Bison,schoetensacki
Talpa,minor
Sorex,minutissimus
Sorex,minutus
Sorex,runtonensis
Sorex,kennardi
Sorex,savini
Myodes,glareolus
Apodemus,sp.
Stephanorhinus,kirchbergensis
Capreolus,sp.
Erinaceus,sp.
Talpa,minor
Talpa,europaea
Sorex,minutus
Sorex,aranoides
Sorex,savini
Ursus,deningeri
Canis,lupus
Mustela,sp.
Meles,sp.
Cricetus,cricetus
Pliomys,episcopalis
Pliomys,lenki
Myodes,sp.
Arvicola,cantianus
Microtus,arvalinus
Microtus,arvaloides
Lemmus,lemmus
Lepus,sp.
Erinaceus,sp.
Talpa,minor
Talpa,europaea
Talpa,episcopalis
Sorex,aranoides
Sorex,praealpinus
Mammuthus,trogontherii
Coelodonta,antiquitatis
Equus,sp.
Rangifer,tarandus
Cervalces,latifrons
Megaloceros,verticornis
Capreolus,suessenbornensis
Stephanorhinus,sp.
Talpa,minor
Sorex,minutus
Sorex,praealpinus
Sorex,sp.
Sorex,savini
Myotis,bechsteini
Myotis,nattereri
Myotis,exilis
Plecotus,auritus
Barbastella,barbastella
Eptesicus,nilssoni
Lepus,praetimidus
Myodes,glareolus
Pliomys,episcopalis
Pliomys,lenki
Arvicola,cantianus
Microtus,arvalidens
Microtus,sp.
Apodemus,coronensis
Apodemus,sylvaticus
Apodemus,sp.
Eliomys,quercinus
Muscardinus,avellanarius
Sicista,sp.
Canis,lupus
Panthera,leo
Capreolus,sp.
Ursus,sp.
Mammuthus,trogontherii
Coelodonta,antiquitatis
Equus,suessenbornensis
Equus,germanicus
Rangifer,tarandus
Bison,priscus
Bison,schoetensacki
Praeovibos,priscus
Talpa,minor
Talpa,europaea
Desmana,thermalis
Sorex,austriacus
Sorex,hundsheimensis
Sorex,helleri
Sorex,minutus
Neomys,anomalus
Erinaceus,praeglacialis
Rhinolophus,hipposideros
Myotis,blythi
Myotis,bechsteini
Myotis,emarginatus
Myotis,mystacinus
Myotis,exilis
Plecotus,abeli
Barbastella,schadleri
Pipistrellus,savii
Pipistrellus,sp.
Vespertilio,murinus
Eptesicus,serotinus
Nyctalus,noctula
Canis,lupus
Canis,sp.
Cuon,priscus
Vulpes,angustidens
Felis,sp.
Panthera,pardus
Acinonyx,pardinensis
Homotherium,moravicum
Hyaena,hyaena
Crocuta,sp.
Ursus,deningeri
Meles,sp.
Putorius,putorius
Mustela,nivalis
Lutra,sp.
Spermophilus,sp.
Muscardinus,sp.
Glis,sp.
Cricetus,bursae
Myodes,acrorhiza
Pliomys,hollitzeri
Microtus,gregaloides
Microtus,arvalinus
Arvicola,cantianus
Sicista,sp.
Lepus,sp.
Stephanorhinus,hundsheimensis
Equus,mosbachensis
Sus,scrofa
Cervus,elaphus
Capreolus,capreolus
Hemitragus,jemlahicus
Bison,schoetensacki
Lutra,simplicidens
Sorex,aranoides
Crocidura,sp.
Talpa,minor
Talpa,europaea
Myotis,sp.
Macaca,sylvanus
Canis,lupus
Vulpes,vulpes
Cuon,alpinus
Ursus,arctos
Ursus,spelaeus
Martes,sp.
Meles,meles
Felis,silvestris
Panthera,leo
Castor,fiber
Cricetus,cricetus
Myodes,sp.
Arvicola,cantianus
Microtus,arvaloides
Microtus,gregaloides
Microtus,arvalinus
Microtus,ratticepoides
Apodemus,sp.
Elephas,sp.
Equus,steinheimensis
Stephanorhinus,hemitoechus
Sus,scrofa
Antilope,sp.
Cervus,elaphus
Capreolus,capreolus
Bison,priscus
Bison,schoetensacki
Erinaceus,europaeus
Sorex,minutus
Sorex,sp._A
Sorex,postsavini
Talpa,minor
Talpa,europaea
Lepus,sp.
Arvicola,cantianus
Myodes,glareolus
Lemmus,sp.
Microtus,sp.
Microtus,arvalidens
Apodemus,sylvaticus
Cricetus,major
Allocricetus,bursae
Sciurus,vulgaris
Eliomys,quercinus
Meles,meles
Mustela,erminea
Mustela,nivalis
Equus,sp.
Capreolus,sp.
Canis,etruscus
Ursus,etruscus
Cervus,philisi
Cervus,ramosus
Cervus,nestii
Libralces,gallicus
Stephanorhinus,etruscus
Trogontherium,boisvilletti
Hystrix,sp.
Castor,fiber
Mimomys,pliocaenicus
Mimomys,newtoni
Deperetia,ardea
Gazellospira,torticornis
Felis,toscana
Crocuta,perrieri
Lycyaena,lunensis
Megalovis,latifrons
Cervus,senezensis
Cervus,dicranios
Equus,bressanus
Equus,stenonis
Acinonyx,pardinensis
Allophaiomys,pliocaenicus
Ungaromys,nanus
Glis,minor
Apodemus,mystacinus
Mus,sp.
Ursus,deningeri
Equus,bressanus
Vulpes,vulpes
Panthera,gombaszoegensis
Panthera,pardus
Praemegaceros,sp.
Mammuthus,meridionalis
Stephanorhinus,etruscus
Ursus,etruscus
Canis,lupus
Hyaena,brevirostris
Sus,sp.
Bos,primigenius
Eucladoceros,tetraceros
Cervus,nestii
Leptobos,etruscus
Hystrix,major
Sus,sp.
Hemitragus,bonali
Panthera,leo
Lynx,pardina
Monachus,monachus
Macaca,sylvanus
Eliomys,quercinus
Zygomaturus,sp.
Dorcopsis,sp.
Steno,sp.
Phascolarctos,maris
Dugong,sp.
Balaenula,astensis
Homotherium,sp.
Ursus,deningeri
Canis,etruscus
Hippopotamus,sp.
Leptobos,sp.
Cervus,philisi
Eucladoceros,sp.
Equus,stenonis
Equus,sp.
Stephanorhinus,etruscus
Allophaiomys,pliocaenicus
Ungaromys,nanus
Glis,sp.
Eliomys,quercinus
Muscardinus,avellanarius
Sciurus,sp.
Apodemus,mystacinus
Mus,sp.
Rattus,sp.
Maltamys,gollcheri
Apodemus,maximus
Hypolagus,sp.
Erinaceus,sp.
Sorex,bor
Sorex,praearaneus
Petenyia,hungarica
Beremendia,fissidens
Asoriculus,gibberodon
Talpa,minor
Talpa,sp.
Sciurus,sp.
Ungaromys,sp.
Ellobius,sp.
Villanyia,exilis
Mimomys,pliocaenicus
Mimomys,tornensis
Mimomys,pitymyoides
Apodemus,dominans
Muscardinus,pliocaenicus
Glis,minor
Eliomys,sp.
Dicerorhinus,sp.
Hipparion,sp.
Machairodus,sp.
Dicerorhinus,sp.
Hipparion,sp.
Pliocervus,sp.
Palaeoreas,sp.
Gazella,borbonica
Dicerorhinus,sp.
Hipparion,sp.
Gazella,sp.
Macaca,sp.
Dolichopithecus,ruscinensis
Muntiacus,pliocaenicus
Paracervulus,australis
Pliocervus,kutchurganicus
Procapreolus,cusanus
Gazella,borbonica
Canis,sp.
Macaca,sp.
Canis,sp.
Ursus,minimus
Promephitis,sp.
Mustela,sp.
Lynx,brevirostris
Zygolophodon,borsoni
Stephanorhinus,megarhinus
Hipparion,longipes
Propotamochoerus,provincialis
Croizetoceros,ramosus
Macaca,sp.
Zygolophodon,borsoni
Dolichopithecus,ruscinensis
Canis,sp.
Dicerorhinus,sp.
Paracamelus,alexejevi
Canis,sp.
Propotamochoerus,provincialis
Croizetoceros,ramosus
Cervus,warthae
Paracervulus,australis
Cervus,warthae
Anancus,arvernensis
Paracamelus,alexejevi
Paracamelus,alexejevi
Tapirus,arvernensis
Metaxytherium,medium
Canis,odessanus
Ursus,minimus
Lynx,sp.
Anancus,arvernensis
Propotamochoerus,provincialis
Croizetoceros,ramosus
Procapreolus,sp.
Anancus,arvernensis
Procapreolus,sp.
Gazella,sp.
Lynx,brevirostris
Anancus,arvernensis
Procapreolus,wenzensis
Homotherium,sp.
Paracamelus,alexejevi
Cervus,pardinensis
Cervus,perrieri
Canis,odessanus
Vulpes,praecorsac
Ursus,sp.
Promephitis,sp.
Martes,sp.
Pannonictis,pliocaenicus
Anancus,arvernensis
Dicerorhinus,sp.
Dolichopithecus,sp.
Macaca,sp.
Zygolophodon,borsoni
Hipparion,sp.
Hippopotamus,sp.
Paracamelus,alexejevi
Procapreolus,cusanus
Parabos,boodon
Canis,odessanus
Nyctereutes,sp.
Vulpes,praecorsac
Agriotherium,sp.
Ursus,minimus
Mustela,sp.
Arctomeles,ferus
Chasmaporthetes,lunensis
Megantereon,sp.
Homotherium,sp.
Lynx,brevirostris
Anancus,arvernensis
Hipparion,sp.
Paracamelus,alexejevi
Gazella,sp.
Erinaceus,sp.
Ochotona,eximia
Ochotona,gigas
Lepus,laskarevi
Castor,sp.
Steneofiber,sp.
Trogontherium,sp.
Cricetulus,migratorius
Cricetulus,simionescui
Cricetulus,grizai
Myodes,sp.
Mimomys,sp.
Prospalax,priscus
Spalax,leurodon
Orientalomys,similis
Mus,sp.
Canis,sp.
Vulpes,sp.
Ursus,sp.
Lynx,lynx
Hyaena,sp.
Mammut,arvernensis
Camelus,alutensis
Squalodon,sp.
Diceratherium,matutinum
Canis,sp.
Canis,sp.
Balaenoptera,sp.
Ursus,sp.
Palaeoryx,intermedia
Schizogalerix,pristinus
Cricetodon,meini
Micromeryx,sp.
Micromeryx,flourensianus
Palaeomeryx,eminens
Gomphotherium,angustidens
Prodeinotherium,bavaricum
Delphinapterus,leucas
Delphinapterus,leucas
Phoca,sp.
Delphinapterus,leucas
Phoca,sp.
Delphinapterus,leucas
Delphinapterus,leucas
Delphinapterus,leucas
Phoca,hispida
Delphinapterus,leucas
Delphinapterus,leucas
Phoca,sp.
Delphinapterus,leucas
Delphinapterus,leucas
Delphinapterus,leucas
Delphinapterus,leucas
Erignathus,barbatus
Phocoena,phocoena
Balaenoptera,physalus
Megaptera,novaeangliae
Megaptera,novaeangliae
Balaena,mysticetus
Phoca,hispida
Pagophilus,groenlandica
Phoca,sp.
Phoca,vitulina
Pusa,hispida
Phoca,vitulina
Phoca,sp.
Erignathus,barbatus
Phoca,sp.
Phoca,sp.
Phoca,sp.
Physeter,sp.
Balaenoptera,sp.
Balaena,sp.
Zalambdalestes,lechei
Zalambdalestes,sp.
Macaca,sp.
Pongo,sp.
Homo,sp.
Crocuta,ultima
Hyaena,sinensis
Hyaena,licenti
Cuon,sp.
Panthera,tigris
Panthera,pardus
Canis,lupus
Vulpes,vulpes
Meles,sp.
Ailuropoda,melanoleuca
Ursus,sp.
Pseudaelurus,sp.
Felis,sp.
Mustela,sp.
Belomys,pearsoni
Trogopterus,xanthipes
Sciurotamias,sp.
Niviventer,coufaciandus
Niviventer,andersoni
Leopoldamys,edwardsi
Eothenomys,sp.
Rhizomys,sp.
Stegodon,paleorientalis
Elephas,sp.
Tapirus,augustus
Rhinoceros,sinensis
Sus,scrofa
Sus,sp.
Cervus,unicolor
Cervus,sp.
Moschus,sp.
Bison,sp.
Hydropotes,sp.
Capricornis,sp.
Muntiacus,sp.
Anancus,sp.
Stegodon,insignis
Stegodon,sp.
Stegolophodon,sp.
Elephas,hysudriscus
Propotamochoerus,hysudriscus
Hippohyus,sp.
Hexaprotodon,sivalensis
Hipparion,sp.
Cormohipparion,sp.
Gazella,sp.
Camelus,sp.
Elephas,hysudriscus
Stegodon,insignis
Equus,sivalensis
Hemibos,acuticornis
Antilope,sp.
Cervus,sp.
Rhinoceros,sp.
Sivatherium,giganteum
Panthera,sp.
Viverra,sp.
Crocuta,felina
Coelodonta,sp.
Hystrix,sp.
Cervus,punjabicus
Squalodon,sp.
Stegodon,bombifrons
Stegodon,insignis
Potamochoerus,sp.
Hexaprotodon,sivalensis
Sivatherium,giganteum
Leptobos,falconeri
Squalodon,sp.
Vishnuictis,sp.
Stegodon,bombifrons
Stegodon,insignis
Elephas,platycephalus
Elephas,hysudriscus
Equus,sivalensis
Equus,sp.
Coelodonta,platyrhinus
Rhinoceros,sivalensis
Rhinoceros,palaeindicus
Potamochoerus,theobaldi
Sus,falconeri
Sus,sp.
Hexaprotodon,sivalensis
Cervus,simplicidens
Camelus,sivalensis
Sivatherium,giganteum
Eurhinodelphis,minoensis
Eurhinodelphis,sp._B
Cophocetus,sp.
Allodesmus,packardi
Suricata,suricatta
Pronolagus,sp.
Bathyergus,sp.
Petromus,sp.
Parotomys,sp.
Mystromys,sp.
Gerbillurus,sp.
Mastomys,sp.
Rhabdomys,sp.
Equus,sp.
Giraffa,sp.
Raphicerus,campestris
Homo,sp.
Pronolagus,sp.
Paraxerus,inuus
Cryptomys,sp.
Loxodonta,sp.
Equus,sp.
Sivatherium,maurusium
Anancus,kenyensis
