Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Subgenus,Species,Subspecies
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Mimetillus,,moloneyi,moloneyi
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Mimetillus,,moloneyi,thomasi
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,,
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,brunneus,
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,capensis,
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,capensis,capensis
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,capensis,damarensis
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,capensis,garambae
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,capensis,gracilior
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,capensis,grandidieri
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,capensis,nkatiensis
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,capensis,notius
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,flavescens,
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,guineensis,
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,guineensis,guineensis
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,guineensis,rectitragus
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,helios,
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,melckorum,
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,nanus,
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,nanus,nanus
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,nanus,culex
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,nanus,fouriei
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,nanus,meesteri
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,nanus,minusculus
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,nanus,stampflii
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,rendalli,
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,rendalli,rendalli
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,rendalli,phasma
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,somalicus,
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,somalicus,somalicus
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,somalicus,humbloti
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,somalicus,malagasyensis
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,somalicus,ugandae
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,tenuipinnis,
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,tenuipinnis,tenuipinnis
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,tenuipinnis,ater
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,zuluensis,
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Philetor,,,
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Philetor,,brachypterus,
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Tylonycteris,,,
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Tylonycteris,,pachypus,
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Tylonycteris,,pachypus,pachypus
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Tylonycteris,,pachypus,aurex
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Tylonycteris,,pachypus,bhaktii
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Tylonycteris,,pachypus,fulvidus
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Tylonycteris,,pachypus,meyeri
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Tylonycteris,,robustula,
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Tylonycteris,,robustula,robustula
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Tylonycteris,,robustula,malayana
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Vespadelus,,,
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Vespadelus,,baverstocki,
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Vespadelus,,caurinus,
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Vespadelus,,darlingtoni,
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Vespadelus,,douglasorum,
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Vespadelus,,finlaysoni,
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Vespadelus,,pumilus,
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Vespadelus,,regulus,
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Vespadelus,,troughtoni,
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Vespadelus,,vulturnus,
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Vespertilio,,,
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Vespertilio,,murinus,
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Vespertilio,,murinus,murinus
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Vespertilio,,murinus,ussuriensis
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Vespertilio,,sinensis,
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Vespertilio,,sinensis,sinensis
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Vespertilio,,sinensis,andersoni
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Vespertilio,,sinensis,namiyei
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Vespertilio,,sinensis,noctula
CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Vespertilio,,sinensis,orientalis
CHIROPTERA,,,,Vespertilionidae,Antrozoinae,,,,,
CHIROPTERA,,,,Vespertilionidae,Antrozoinae,,Antrozous,,,
CHIROPTERA,,,,Vespertilionidae,Antrozoinae,,Antrozous,,pallidus,
CHIROPTERA,,,,Vespertilionidae,Antrozoinae,,Antrozous,,pallidus,pallidus
CHIROPTERA,,,,Vespertilionidae,Antrozoinae,,Antrozous,,pallidus,bunkeri
CHIROPTERA,,,,Vespertilionidae,Antrozoinae,,Antrozous,,pallidus,koopmani
CHIROPTERA,,,,Vespertilionidae,Antrozoinae,,Antrozous,,pallidus,minor
CHIROPTERA,,,,Vespertilionidae,Antrozoinae,,Antrozous,,pallidus,obscurus
CHIROPTERA,,,,Vespertilionidae,Antrozoinae,,Antrozous,,pallidus,pacificus
CHIROPTERA,,,,Vespertilionidae,Antrozoinae,,Antrozous,,pallidus,packardi
CHIROPTERA,,,,Vespertilionidae,Antrozoinae,,Bauerus,,,
CHIROPTERA,,,,Vespertilionidae,Antrozoinae,,Bauerus,,dubiaquercus,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,,,,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Cistugo,,,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Cistugo,,lesueuri,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Cistugo,,seabrae,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Lasionycteris,,,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Lasionycteris,,noctivagans,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,abei,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,adversus,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,adversus,adversus
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,adversus,carimatae
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,adversus,orientis
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,adversus,taiwanensis
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,adversus,tanimbarensis
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,adversus,wetarensis
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,aelleni,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,albescens,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,alcathoe,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,altarium,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,anjouanensis,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,annamiticus,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,annectans,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,atacamensis,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,ater,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,ater,ater
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,ater,nugax
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,auriculus,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,auriculus,auriculus
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,auriculus,apache
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,australis,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,austroriparius,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,bechsteinii,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,blythii,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,blythii,blythii
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,blythii,ancilla
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,blythii,lesviacus
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,blythii,omari
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,bocagii,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,bocagii,bocagii
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,bocagii,cupreolus
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,bocagii,dogalensis
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,bombinus,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,bombinus,bombinus
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,bombinus,amurensis
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,brandtii,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,brandtii,brandtii
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,brandtii,gracilis
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,bucharensis,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,californicus,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,californicus,californicus
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,californicus,caurinus
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,californicus,mexicanus
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,californicus,stephensi
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,capaccinii,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,chiloensis,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,chinensis,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,ciliolabrum,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,cobanensis,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,csorbai,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,dasycneme,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,daubentonii,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,daubentonii,daubentonii
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,daubentonii,chasanensis
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,daubentonii,loukashkini
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,daubentonii,nathalinae
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,daubentonii,petax
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,daubentonii,ussuriensis
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,daubentonii,volgensis
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,davidii,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,dominicensis,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,elegans,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,emarginatus,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,emarginatus,emarginatus
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,emarginatus,desertorum
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,emarginatus,turcomanicus
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,evotis,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,evotis,evotis
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,evotis,chrysonotus
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,evotis,jonesorum
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,evotis,micronyx
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,evotis,milleri
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,evotis,pacificus
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,fimbriatus,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,findleyi,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,formosus,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,formosus,formosus
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,formosus,bartelsi
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,formosus,rufoniger
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,formosus,rufopictus
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,formosus,tsuensis
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,formosus,watasei
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,formosus,weberi
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,fortidens,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,fortidens,fortidens
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,fortidens,sonoriensis
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,frater,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,frater,frater
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,frater,eniseensis
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,frater,kaguyae
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,frater,longicaudatus
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,gomantongensis,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,goudoti,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,grisescens,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,hajastanicus,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,hasseltii,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,hasseltii,hasseltii
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,hasseltii,abboti
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,hasseltii,continentis
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,hasseltii,macellus
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,hermani,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,horsfieldii,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,horsfieldii,horsfieldii
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,horsfieldii,deignani
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,horsfieldii,dryas
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,horsfieldii,jeannei
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,horsfieldii,peshwa
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,hosonoi,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,ikonnikovi,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,insularum,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,keaysi,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,keaysi,keaysi
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,keaysi,pilosotibialis
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,keenii,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,laniger,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,leibii,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,levis,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,levis,levis
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,levis,dinellii
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,longipes,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,lucifugus,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,lucifugus,lucifugus
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,lucifugus,alascensis
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,lucifugus,carissima
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,lucifugus,pernox
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,lucifugus,relictus
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,macrodactylus,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,macrodactylus,macrodactylus
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,macrodactylus,continentalis
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,macrodactylus,insularis
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,macropus,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,macrotarsus,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,macrotarsus,macrotarsus
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,macrotarsus,saba
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,martiniquensis,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,martiniquensis,martiniquensis
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,martiniquensis,nyctor
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,melanorhinus,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,moluccarum,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,moluccarum,moluccarum
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,moluccarum,richardsi
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,moluccarum,solomonis
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,montivagus,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,montivagus,montivagus
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,montivagus,borneoensis
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,montivagus,federatus
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,montivagus,peytoni
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,morrisi,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,muricola,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,muricola,muricola
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,muricola,browni
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,muricola,caliginosus
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,muricola,herrei
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,muricola,latirostris
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,muricola,moupinensis
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,muricola,niasensis
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,muricola,patriciae
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,myotis,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,myotis,myotis
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,myotis,macrocephalicus
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,mystacinus,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,mystacinus,mystacinus
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,mystacinus,caucasicus
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,mystacinus,occidentalis
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,nattereri,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,nattereri,nattereri
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,nattereri,tschuliensis
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,nesopolus,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,nesopolus,nesopolus
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,nesopolus,larensis
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,nigricans,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,nigricans,nigricans
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,nigricans,carteri
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,nigricans,extremus
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,nigricans,osculatii
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,nipalensis,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,nipalensis,nipalensis
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,nipalensis,przewalskii
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,nipalensis,transcaspicus
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,occultus,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,oreias,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,oxygnathus,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,oxyotus,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,oxyotus,oxyotus
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,oxyotus,gardneri
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,ozensis,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,peninsularis,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,pequinius,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,planiceps,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,pruinosus,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,punicus,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,ricketti,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,ridleyi,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,riparius,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,rosseti,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,ruber,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,schaubi,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,schaubi,schaubi
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,schaubi,araxenus
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,scotti,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,septentrionalis,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,sicarius,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,siligorensis,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,siligorensis,siligorensis
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,siligorensis,alticraniatus
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,siligorensis,sowerbyi
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,siligorensis,thaianus
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,simus,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,sodalis,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,stalkeri,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,thysanodes,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,thysanodes,thysanodes
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,thysanodes,aztecus
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,thysanodes,pahasapensis
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,thysanodes,vespertinus
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,tricolor,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,velifer,
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,velifer,velifer
CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,velifer,brevis
