Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Subgenus,Species,Subspecies
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Spermophilus,Spermophilus,ralli,
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Spermophilus,Spermophilus,relictus,
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Spermophilus,Spermophilus,richardsonii,
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Spermophilus,Callospermophilus,saturatus,
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Spermophilus,Ictidomys,spilosoma,
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Spermophilus,Ictidomys,spilosoma,spilosoma
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Spermophilus,Ictidomys,spilosoma,altiplanensis
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Spermophilus,Ictidomys,spilosoma,ammophilus
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Spermophilus,Ictidomys,spilosoma,annectens
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Spermophilus,Ictidomys,spilosoma,bavicorensis
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Spermophilus,Ictidomys,spilosoma,cabrerai
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Spermophilus,Ictidomys,spilosoma,canescens
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Spermophilus,Ictidomys,spilosoma,cryptospilotus
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Spermophilus,Ictidomys,spilosoma,marginatus
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Spermophilus,Ictidomys,spilosoma,obsoletus
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Spermophilus,Ictidomys,spilosoma,oricolus
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Spermophilus,Ictidomys,spilosoma,pallescens
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Spermophilus,Ictidomys,spilosoma,pratensis
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Spermophilus,Spermophilus,suslicus,
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Spermophilus,Spermophilus,suslicus,suslicus
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Spermophilus,Spermophilus,suslicus,boristhenicus
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Spermophilus,Spermophilus,suslicus,guttatus
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Spermophilus,Xerospermophilus,tereticaudus,
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Spermophilus,Xerospermophilus,tereticaudus,tereticaudus
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Spermophilus,Xerospermophilus,tereticaudus,apricus
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Spermophilus,Xerospermophilus,tereticaudus,chlorus
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Spermophilus,Xerospermophilus,tereticaudus,neglectus
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Spermophilus,Spermophilus,townsendii,
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Spermophilus,Spermophilus,townsendii,townsendii
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Spermophilus,Spermophilus,townsendii,nancyae
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Spermophilus,Ictidomys,tridecemlineatus,
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Spermophilus,Ictidomys,tridecemlineatus,tridecemlineatus
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Spermophilus,Ictidomys,tridecemlineatus,alleni
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Spermophilus,Ictidomys,tridecemlineatus,arenicola
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Spermophilus,Ictidomys,tridecemlineatus,blanca
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Spermophilus,Ictidomys,tridecemlineatus,hollisteri
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Spermophilus,Ictidomys,tridecemlineatus,monticola
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Spermophilus,Ictidomys,tridecemlineatus,olivaceous
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Spermophilus,Ictidomys,tridecemlineatus,pallidus
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Spermophilus,Ictidomys,tridecemlineatus,parvus
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Spermophilus,Ictidomys,tridecemlineatus,texensis
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Spermophilus,see comments,undulatus,
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Spermophilus,see comments,undulatus,undulatus
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Spermophilus,see comments,undulatus,altaica
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Spermophilus,see comments,undulatus,jacutensis
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Spermophilus,see comments,undulatus,menzbieri
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Spermophilus,see comments,undulatus,stramineus
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Spermophilus,see comments,undulatus,transbaikalicus
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Spermophilus,Otospermophilus,variegatus,
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Spermophilus,Otospermophilus,variegatus,variegatus
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Spermophilus,Otospermophilus,variegatus,buckleyi
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Spermophilus,Otospermophilus,variegatus,couchii
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Spermophilus,Otospermophilus,variegatus,grammurus
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Spermophilus,Otospermophilus,variegatus,robustus
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Spermophilus,Otospermophilus,variegatus,rupestris
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Spermophilus,Otospermophilus,variegatus,tularosae
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Spermophilus,Otospermophilus,variegatus,utah
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Spermophilus,Spermophilus,washingtoni,
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Spermophilus,Spermophilus,xanthoprymnus,
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,,,
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Tamias,,
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Eutamias,,
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,,
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,alpinus,
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,amoenus,
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,amoenus,amoenus
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,amoenus,affinis
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,amoenus,albiventris
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,amoenus,canicaudus
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,amoenus,caurinus
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,amoenus,celeris
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,amoenus,cratericus
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,amoenus,felix
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,amoenus,ludibundus
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,amoenus,luteiventris
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,amoenus,monoensis
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,amoenus,ochraceus
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,amoenus,septentrionalis
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,amoenus,vallicola
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,bulleri,
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,canipes,
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,canipes,canipes
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,canipes,sacramentoensis
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,cinereicollis,
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,cinereicollis,cinereicollis
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,cinereicollis,cinereus
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,dorsalis,
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,dorsalis,dorsalis
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,dorsalis,carminis
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,dorsalis,grinnelli
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,dorsalis,nidoensis
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,dorsalis,sonoriensis
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,dorsalis,utahensis
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,durangae,
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,merriami,
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,merriami,merriami
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,merriami,kernensis
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,merriami,pricei
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,minimus,
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,minimus,minimus
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,minimus,atristriatus
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,minimus,borealis
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,minimus,cacodemus
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,minimus,caniceps
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,minimus,caryi
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,minimus,confinis
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,minimus,consobrinus
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,minimus,grisescens
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,minimus,hudsonius
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,minimus,neglectus
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,minimus,operarius
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,minimus,oreocetes
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,minimus,pallidus
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,minimus,pictus
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,minimus,scrutator
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,minimus,selkirki
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,minimus,silvaticus
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,obscurus,
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,obscurus,obscurus
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,obscurus,davisi
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,obscurus,meridionalis
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,ochrogenys,
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,palmeri,
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,panamintinus,
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,panamintinus,panamintinus
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,panamintinus,acrus
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,quadrimaculatus,
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,quadrivittatus,
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,ruficaudus,
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,ruficaudus,ruficaudus
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,ruficaudus,simulans
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,rufus,
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,senex,
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,senex,senex
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,senex,pacifica
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Eutamias,sibiricus,
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Eutamias,sibiricus,sibiricus
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Eutamias,sibiricus,asiaticus
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Eutamias,sibiricus,lineatus
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Eutamias,sibiricus,okadae
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Eutamias,sibiricus,ordinalis
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Eutamias,sibiricus,orientalis
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Eutamias,sibiricus,pallasi
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Eutamias,sibiricus,senescens
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Eutamias,sibiricus,umbrosus
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,siskiyou,
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,siskiyou,siskiyou
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,siskiyou,humboldti
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,sonomae,
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,sonomae,sonomae
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,sonomae,alleni
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,speciosus,
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,speciosus,speciosus
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,speciosus,callipeplus
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,speciosus,frater
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,speciosus,sequoiensis
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Tamias,striatus,
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Tamias,striatus,striatus
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Tamias,striatus,doorsiensis
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Tamias,striatus,fisheri
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Tamias,striatus,griseus
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Tamias,striatus,lysteri
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Tamias,striatus,ohioensis
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Tamias,striatus,peninsulae
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Tamias,striatus,pipilans
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Tamias,striatus,quebecensis
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Tamias,striatus,rufescens
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Tamias,striatus,venustus
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,townsendii,
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,townsendii,townsendii
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,townsendii,cooperi
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,umbrinus,
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,umbrinus,umbrinus
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,umbrinus,adsitus
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,umbrinus,fremonti
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,umbrinus,inyoensis
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,umbrinus,montanus
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,umbrinus,nevadensis
RODENTIA,SCIUROMORPHA,,,Sciuridae,Xerinae,Marmotini,Tamias,Neotamias,umbrinus,sedulus
RODENTIA,SCIUROMORPHA,,,Gliridae,,,,,,
RODENTIA,SCIUROMORPHA,,,Gliridae,Graphiurinae,,,,,
RODENTIA,SCIUROMORPHA,,,Gliridae,Graphiurinae,,Graphiurus,,,
RODENTIA,SCIUROMORPHA,,,Gliridae,Graphiurinae,,Graphiurus,Graphiurus,,
RODENTIA,SCIUROMORPHA,,,Gliridae,Graphiurinae,,Graphiurus,Aethoglis,,
RODENTIA,SCIUROMORPHA,,,Gliridae,Graphiurinae,,Graphiurus,Claviglis,,
RODENTIA,SCIUROMORPHA,,,Gliridae,Graphiurinae,,Graphiurus,Graphiurus,angolensis,
RODENTIA,SCIUROMORPHA,,,Gliridae,Graphiurinae,,Graphiurus,Graphiurus,christyi,
RODENTIA,SCIUROMORPHA,,,Gliridae,Graphiurinae,,Graphiurus,Claviglis,crassicaudatus,
RODENTIA,SCIUROMORPHA,,,Gliridae,Graphiurinae,,Graphiurus,Graphiurus,johnstoni,
RODENTIA,SCIUROMORPHA,,,Gliridae,Graphiurinae,,Graphiurus,Graphiurus,kelleni,
RODENTIA,SCIUROMORPHA,,,Gliridae,Graphiurinae,,Graphiurus,Graphiurus,lorraineus,
RODENTIA,SCIUROMORPHA,,,Gliridae,Graphiurinae,,Graphiurus,Graphiurus,microtis,
RODENTIA,SCIUROMORPHA,,,Gliridae,Graphiurinae,,Graphiurus,Graphiurus,monardi,
RODENTIA,SCIUROMORPHA,,,Gliridae,Graphiurinae,,Graphiurus,Graphiurus,murinus,
RODENTIA,SCIUROMORPHA,,,Gliridae,Graphiurinae,,Graphiurus,Aethoglis,nagtglasii,
RODENTIA,SCIUROMORPHA,,,Gliridae,Graphiurinae,,Graphiurus,Graphiurus,ocularis,
RODENTIA,SCIUROMORPHA,,,Gliridae,Graphiurinae,,Graphiurus,Graphiurus,platyops,
RODENTIA,SCIUROMORPHA,,,Gliridae,Graphiurinae,,Graphiurus,Graphiurus,rupicola,
RODENTIA,SCIUROMORPHA,,,Gliridae,Graphiurinae,,Graphiurus,Graphiurus,surdus,
RODENTIA,SCIUROMORPHA,,,Gliridae,Leithiinae,,,,,
RODENTIA,SCIUROMORPHA,,,Gliridae,Leithiinae,,Chaetocauda,,,
RODENTIA,SCIUROMORPHA,,,Gliridae,Leithiinae,,Chaetocauda,,sichuanensis,
RODENTIA,SCIUROMORPHA,,,Gliridae,Leithiinae,,Dryomys,,,
RODENTIA,SCIUROMORPHA,,,Gliridae,Leithiinae,,Dryomys,,laniger,
RODENTIA,SCIUROMORPHA,,,Gliridae,Leithiinae,,Dryomys,,niethammeri,
RODENTIA,SCIUROMORPHA,,,Gliridae,Leithiinae,,Dryomys,,nitedula,
RODENTIA,SCIUROMORPHA,,,Gliridae,Leithiinae,,Eliomys,,,
RODENTIA,SCIUROMORPHA,,,Gliridae,Leithiinae,,Eliomys,,melanurus,
RODENTIA,SCIUROMORPHA,,,Gliridae,Leithiinae,,Eliomys,,munbyanus,
RODENTIA,SCIUROMORPHA,,,Gliridae,Leithiinae,,Eliomys,,quercinus,
RODENTIA,SCIUROMORPHA,,,Gliridae,Leithiinae,,Muscardinus,,,
RODENTIA,SCIUROMORPHA,,,Gliridae,Leithiinae,,Muscardinus,,avellanarius,
RODENTIA,SCIUROMORPHA,,,Gliridae,Leithiinae,,Myomimus,,,
RODENTIA,SCIUROMORPHA,,,Gliridae,Leithiinae,,Myomimus,,personatus,
RODENTIA,SCIUROMORPHA,,,Gliridae,Leithiinae,,Myomimus,,roachi,
RODENTIA,SCIUROMORPHA,,,Gliridae,Leithiinae,,Myomimus,,setzeri,
RODENTIA,SCIUROMORPHA,,,Gliridae,Leithiinae,,Selevinia,,,
RODENTIA,SCIUROMORPHA,,,Gliridae,Leithiinae,,Selevinia,,betpakdalaensis,
RODENTIA,SCIUROMORPHA,,,Gliridae,Glirinae,,,,,
RODENTIA,SCIUROMORPHA,,,Gliridae,Glirinae,,Glirulus,,,
RODENTIA,SCIUROMORPHA,,,Gliridae,Glirinae,,Glirulus,,japonicus,
RODENTIA,SCIUROMORPHA,,,Gliridae,Glirinae,,Glis,,,
RODENTIA,SCIUROMORPHA,,,Gliridae,Glirinae,,Glis,,glis,
RODENTIA,CASTORIMORPHA,,,,,,,,,
RODENTIA,CASTORIMORPHA,,,Castoridae,,,,,,
RODENTIA,CASTORIMORPHA,,,Castoridae,,,Castor,,,
RODENTIA,CASTORIMORPHA,,,Castoridae,,,Castor,,canadensis,
RODENTIA,CASTORIMORPHA,,,Castoridae,,,Castor,,fiber,
RODENTIA,CASTORIMORPHA,,,Heteromyidae,,,,,,
RODENTIA,CASTORIMORPHA,,,Heteromyidae,Dipodomyinae,,,,,
RODENTIA,CASTORIMORPHA,,,Heteromyidae,Dipodomyinae,,Dipodomys,,,
RODENTIA,CASTORIMORPHA,,,Heteromyidae,Dipodomyinae,,Dipodomys,,agilis,
RODENTIA,CASTORIMORPHA,,,Heteromyidae,Dipodomyinae,,Dipodomys,,agilis,agilis
RODENTIA,CASTORIMORPHA,,,Heteromyidae,Dipodomyinae,,Dipodomys,,agilis,perplexus
RODENTIA,CASTORIMORPHA,,,Heteromyidae,Dipodomyinae,,Dipodomys,,californicus,
RODENTIA,CASTORIMORPHA,,,Heteromyidae,Dipodomyinae,,Dipodomys,,californicus,californicus
RODENTIA,CASTORIMORPHA,,,Heteromyidae,Dipodomyinae,,Dipodomys,,californicus,eximius
RODENTIA,CASTORIMORPHA,,,Heteromyidae,Dipodomyinae,,Dipodomys,,californicus,saxatilis
RODENTIA,CASTORIMORPHA,,,Heteromyidae,Dipodomyinae,,Dipodomys,,compactus,
RODENTIA,CASTORIMORPHA,,,Heteromyidae,Dipodomyinae,,Dipodomys,,compactus,compactus
RODENTIA,CASTORIMORPHA,,,Heteromyidae,Dipodomyinae,,Dipodomys,,compactus,sennetti
RODENTIA,CASTORIMORPHA,,,Heteromyidae,Dipodomyinae,,Dipodomys,,deserti,
RODENTIA,CASTORIMORPHA,,,Heteromyidae,Dipodomyinae,,Dipodomys,,deserti,deserti
RODENTIA,CASTORIMORPHA,,,Heteromyidae,Dipodomyinae,,Dipodomys,,deserti,aquilus
