"","Matrix","Taxa","Characters","Living","Source","Tax.level"
"5206","MB264.nex","Diaemus","150","TRUE","Wilson & Reeder","Genus"
"5207","MB264.nex","Diphylla","150","TRUE","Wilson & Reeder","Genus"
"5208","MB264.nex","Brachyphylla","150","TRUE","Wilson & Reeder","Genus"
"5209","MB264.nex","Erophylla","150","TRUE","Wilson & Reeder","Genus"
"5210","MB264.nex","Phyllonycteris","150","TRUE","Wilson & Reeder","Genus"
"5211","MB264.nex","Anoura","150","TRUE","Wilson & Reeder","Genus"
"5212","MB264.nex","Choeroniscus","150","TRUE","Wilson & Reeder","Genus"
"5213","MB264.nex","Choeronycteris","150","TRUE","Wilson & Reeder","Genus"
"5214","MB264.nex","Glossophaga","150","TRUE","Wilson & Reeder","Genus"
"5215","MB264.nex","Hylonycteris","150","TRUE","Wilson & Reeder","Genus"
"5216","MB264.nex","Leptonycteris","150","TRUE","Wilson & Reeder","Genus"
"5217","MB264.nex","Lichonycteris","150","TRUE","Wilson & Reeder","Genus"
"5218","MB264.nex","Monophyllus","150","TRUE","Wilson & Reeder","Genus"
"5219","MB264.nex","Musonycteris","150","TRUE","Wilson & Reeder","Genus"
"5220","MB264.nex","Scleronycteris","150","TRUE","Wilson & Reeder","Genus"
"5222","MB264.nex","Lonchophylla","150","TRUE","Wilson & Reeder","Genus"
"5223","MB264.nex","Platalina","150","TRUE","Wilson & Reeder","Genus"
"5224","MB264.nex","Chrotopterus","150","TRUE","Wilson & Reeder","Genus"
"5225","MB264.nex","Micronycteris_sylvestris","150","TRUE","Wilson & Reeder","Species"
"5226","MB264.nex","Lonchorhina","150","TRUE","Wilson & Reeder","Genus"
"5227","MB264.nex","Macrophyllum","150","TRUE","Wilson & Reeder","Genus"
"5228","MB264.nex","Macrotus","150","TRUE","Wilson & Reeder","Genus"
"5229","MB264.nex","Micronycteris_brachyotis","150","TRUE","Wilson & Reeder","Species"
"5230","MB264.nex","Micronycteris_hirsuta","150","TRUE","Fritz Tree","Species"
"5231","MB264.nex","Micronycteris_megalotis","150","TRUE","Fritz Tree","Species"
"5232","MB264.nex","Micronycteris_minuta","150","TRUE","Fritz Tree","Species"
"5233","MB264.nex","Mimon_bennettii","150","TRUE","Fritz Tree","Species"
"5234","MB264.nex","Mimon_crenulatum","150","TRUE","Fritz Tree","Species"
"5235","MB264.nex","Phylloderma","150","TRUE","Wilson & Reeder","Genus"
"5236","MB264.nex","Phyllostomus","150","TRUE","Wilson & Reeder","Genus"
"5237","MB264.nex","Tonatia","150","TRUE","Wilson & Reeder","Genus"
"5238","MB264.nex","Trachops","150","TRUE","Wilson & Reeder","Genus"
"5239","MB264.nex","Micronycteris_nicefori","150","TRUE","Wilson & Reeder","Species"
"5240","MB264.nex","Vampyrum","150","TRUE","Wilson & Reeder","Genus"
"5241","MB264.nex","Carollia","150","TRUE","Wilson & Reeder","Genus"
"5242","MB264.nex","Rhinophylla","150","TRUE","Wilson & Reeder","Genus"
"5243","MB264.nex","Artibeus","150","TRUE","Wilson & Reeder","Genus"
"5244","MB264.nex","Chiroderma","150","TRUE","Wilson & Reeder","Genus"
"5245","MB264.nex","Dermanura","150","TRUE","Wilson & Reeder","Subgenus"
"5246","MB264.nex","Ectophylla_alba","150","TRUE","Fritz Tree","Species"
"5247","MB264.nex","Mesophylla_macconellii","150","TRUE","Wilson & Reeder","Genus"
"5248","MB264.nex","Enchisthenes","150","TRUE","Wilson & Reeder","Genus"
"5249","MB264.nex","Koopmania","150","TRUE","Wilson & Reeder","Subgenus"
"5250","MB264.nex","Platyrrhinus","150","TRUE","Wilson & Reeder","Genus"
"5251","MB264.nex","Uroderma","150","TRUE","Wilson & Reeder","Genus"
"5252","MB264.nex","Vampyressa_bidens","150","TRUE","Fritz Tree","Species"
"5253","MB264.nex","Vampyressa_nymphaea","150","TRUE","Fritz Tree","Species"
"5254","MB264.nex","Vampyressa_pusilla","150","TRUE","Fritz Tree","Species"
"5255","MB264.nex","Vampyrodes","150","TRUE","Wilson & Reeder","Genus"
"5256","MB264.nex","Ametrida","150","TRUE","Wilson & Reeder","Genus"
"5257","MB264.nex","Ardops","150","TRUE","Wilson & Reeder","Genus"
"5258","MB264.nex","Ariteus","150","TRUE","Wilson & Reeder","Genus"
"5259","MB264.nex","Centurio","150","TRUE","Wilson & Reeder","Genus"
"5260","MB264.nex","Phyllops","150","TRUE","Wilson & Reeder","Genus"
"5261","MB264.nex","Pygoderma","150","TRUE","Wilson & Reeder","Genus"
"5263","MB264.nex","Sphaeronycteris","150","TRUE","Wilson & Reeder","Genus"
"5264","MB264.nex","Sturnira","150","TRUE","Wilson & Reeder","Genus"
"5265","MB265.nex","Scandentia","208","TRUE","Wilson & Reeder","Order"
"5266","MB265.nex","Dermoptera","208","TRUE","Wilson & Reeder","Order"
"5267","MB265.nex","Pteropodidae","208","TRUE","Wilson & Reeder","Family"
"5272","MB265.nex","Emballonuridae","208","TRUE","Wilson & Reeder","Family"
"5273","MB265.nex","Rhinopomatidae","208","TRUE","Wilson & Reeder","Family"
"5274","MB265.nex","Craseonycteridae","208","TRUE","Wilson & Reeder","Family"
"5276","MB265.nex","Megadermatidae","208","TRUE","Wilson & Reeder","Family"
"5279","MB265.nex","Phyllostomidae","208","TRUE","Wilson & Reeder","Family"
"5280","MB265.nex","Mormoopidae","208","TRUE","Wilson & Reeder","Family"
"5281","MB265.nex","Noctilionidae","208","TRUE","Wilson & Reeder","Family"
"5282","MB265.nex","Mystacinidae","208","TRUE","Wilson & Reeder","Family"
"5283","MB265.nex","Myzopodidae","208","TRUE","Wilson & Reeder","Family"
"5284","MB265.nex","Thyropteridae","208","TRUE","Wilson & Reeder","Family"
"5285","MB265.nex","Furipteridae","208","TRUE","Wilson & Reeder","Family"
"5286","MB265.nex","Natalidae","208","TRUE","Wilson & Reeder","Family"
"5288","MB265.nex","Tomopeatinae","208","TRUE","Wilson & Reeder","Subfamily"
"5289","MB265.nex","Molossinae","208","TRUE","Wilson & Reeder","Subfamily"
"5290","MB265.nex","Vespertilioninae","208","TRUE","Wilson & Reeder","Subfamily"
"5292","MB265.nex","Myotinae","208","TRUE","Wilson & Reeder","Subfamily"
"5293","MB265.nex","Murininae","208","TRUE","Wilson & Reeder","Subfamily"
"5294","MB265.nex","Kerivoulinae","208","TRUE","Wilson & Reeder","Subfamily"
"5295","MB266.nex","Saccopteryx_bilineata","209","TRUE","Fritz Tree","Species"
"5296","MB266.nex","Noctilio_albiventris","209","TRUE","Fritz Tree","Species"
"5297","MB266.nex","Noctilio_leporinus","209","TRUE","Fritz Tree","Species"
"5298","MB266.nex","Mystacina_robusta","209","TRUE","Wilson & Reeder","Species"
"5299","MB266.nex","Mystacina_tuberculata","209","TRUE","Fritz Tree","Species"
"5300","MB266.nex","Macrotus_waterhousii","209","TRUE","Fritz Tree","Species"
"5301","MB266.nex","Macrotus_californicus","209","TRUE","Fritz Tree","Species"
"5302","MB266.nex","Artibeus_jamaicensis","209","TRUE","Fritz Tree","Species"
"5303","MB266.nex","Pteronotus_parnellii","209","TRUE","Fritz Tree","Species"
"5304","MB266.nex","Pteronotus_pristinus","209","TRUE","Wilson & Reeder","Species"
"5305","MB266.nex","Pteronotus_personotus","209","TRUE","Wilson & Reeder","Genus"
"5306","MB266.nex","Pteronotus_macleayii","209","TRUE","Fritz Tree","Species"
"5308","MB266.nex","Pteronotus_davyi","209","TRUE","Fritz Tree","Species"
"5309","MB266.nex","Pteronotus_gymnonotus","209","TRUE","Fritz Tree","Species"
"5310","MB266.nex","Mormoops_blainvillii","209","TRUE","Wilson & Reeder","Species"
"5311","MB266.nex","Mormoops_megalophylla","209","TRUE","Fritz Tree","Species"
"5312","MB291.nex","Erinaceus_sp.","395","TRUE","Wilson & Reeder","Species"
"5313","MB291.nex","Nandinia_binotata","395","TRUE","Fritz Tree","Species"
"5314","MB291.nex","Manis_crassicaudata","395","TRUE","Fritz Tree","Species"
"5315","MB291.nex","Manis_javanica","395","TRUE","Fritz Tree","Species"
"5316","MB291.nex","Manis_pentadactyla","395","TRUE","Fritz Tree","Species"
"5317","MB291.nex","Smutsia_gigantea","395","TRUE","Wilson & Reeder","Species"
"5318","MB291.nex","Smutsia_temminckii","395","TRUE","Wilson & Reeder","Species"
"5319","MB291.nex","Phataginus_tetradactyla","395","TRUE","Wilson & Reeder","Species"
"5320","MB291.nex","Phataginus_tricuspis","395","TRUE","Wilson & Reeder","Species"
"5329","MB299.nex","Elephantulus_rufescens","144","TRUE","Fritz Tree","Species"
"5330","MB299.nex","Echinops_telfairi","144","TRUE","Fritz Tree","Species"
"5331","MB299.nex","Geogale_aurita","144","TRUE","Fritz Tree","Species"
"5332","MB299.nex","Hemicentetes","144","TRUE","Wilson & Reeder","Genus"
"5333","MB299.nex","Limnogale","144","TRUE","Wilson & Reeder","Genus"
"5334","MB299.nex","Microgale","144","TRUE","Wilson & Reeder","Genus"
"5335","MB299.nex","Micropotamogale","144","TRUE","Wilson & Reeder","Genus"
"5336","MB299.nex","Oryzorictes_tetradactylus","144","TRUE","Fritz Tree","Species"
"5337","MB299.nex","Potamogale_velox","144","TRUE","Fritz Tree","Species"
"5338","MB299.nex","Procavia_capensis","144","TRUE","Fritz Tree","Species"
"5339","MB299.nex","Setifer_setosus","144","TRUE","Fritz Tree","Species"
"5340","MB299.nex","Tenrec_ecaudatus","144","TRUE","Fritz Tree","Species"
"5341","MB299.nex","Amblysomus_corriae","144","TRUE","Fritz Tree","Species"
"5342","MB299.nex","Amblysomus_hottentotus","144","TRUE","Fritz Tree","Species"
"5343","MB299.nex","Amblysomus_marleyi","144","TRUE","Fritz Tree","Species"
"5344","MB299.nex","Amblysomus_robustus","144","TRUE","Wilson & Reeder","Species"
"5345","MB299.nex","Amblysomus_septentrionalis","144","TRUE","Fritz Tree","Species"
"5346","MB299.nex","Calcochloris_obtusirostris","144","TRUE","Fritz Tree","Species"
"5347","MB299.nex","Huetia_leucorhinus","144","TRUE","Wilson & Reeder","Species"
"5348","MB299.nex","Carpitalpa_arendsi","144","TRUE","Fritz Tree","Species"
"5349","MB299.nex","Chlorotalpa_duthieae","144","TRUE","Fritz Tree","Species"
"5350","MB299.nex","Chlorotalpa_sclateri","144","TRUE","Fritz Tree","Species"
"5351","MB299.nex","Chrysochloris_asiatica","144","TRUE","Fritz Tree","Species"
"5352","MB299.nex","Chrysochloris_stuhlmanni","144","TRUE","Fritz Tree","Species"
"5353","MB299.nex","Chrysospalax_trevelyani","144","TRUE","Fritz Tree","Species"
"5354","MB299.nex","Chrysospalax_villosus","144","TRUE","Fritz Tree","Species"
"5355","MB299.nex","Cryptochloris_wintoni","144","TRUE","Wilson & Reeder","Species"
"5356","MB299.nex","Eremitalpa_granti","144","TRUE","Wilson & Reeder","Species"
"5357","MB299.nex","Neamblysomus_gunningi","144","TRUE","Fritz Tree","Species"
"5358","MB299.nex","Neamblysomus_julianae","144","TRUE","Fritz Tree","Species"
"5407","MB316.nex","Ptilocercus","408","TRUE","Wilson & Reeder","Genus"
"5416","MB316.nex","Blarina","408","TRUE","Wilson & Reeder","Genus"
"5417","MB316.nex","Erinaceus","408","TRUE","Wilson & Reeder","Genus"
"5421","MB316.nex","Orycteropus","408","TRUE","Wilson & Reeder","Genus"
"5422","MB316.nex","Rhynchocyon","408","TRUE","Wilson & Reeder","Genus"
"5423","MB316.nex","Procavia","408","TRUE","Wilson & Reeder","Genus"
"5425","MB316.nex","Chaetophractus","408","TRUE","Wilson & Reeder","Genus"
"5426","MB316.nex","Bradypus","408","TRUE","Wilson & Reeder","Genus"
"5427","MB316.nex","Tamandua","408","TRUE","Wilson & Reeder","Genus"
"5428","MB321.nex","Orycteropus_afer","661","TRUE","Fritz Tree","Species"
"5429","MB321.nex","Bos_taurus","661","TRUE","Fritz Tree","Species"
"5430","MB321.nex","Ovis_aries","661","TRUE","Fritz Tree","Species"
"5431","MB321.nex","Odocoileus_virginianus","661","TRUE","Fritz Tree","Species"
"5432","MB321.nex","Cervus_elaphus","661","TRUE","Fritz Tree","Species"
"5433","MB321.nex","Giraffa_camelopardalis","661","TRUE","Fritz Tree","Species"
"5434","MB321.nex","Antilocapra_americana","661","TRUE","Fritz Tree","Species"
"5435","MB321.nex","Moschus_moschiferus","661","TRUE","Fritz Tree","Species"
"5436","MB321.nex","Tragulus","661","TRUE","Wilson & Reeder","Genus"
"5437","MB321.nex","Tursiops_truncatus","661","TRUE","Fritz Tree","Species"
"5438","MB321.nex","Monodon_monoceros","661","TRUE","Fritz Tree","Species"
"5439","MB321.nex","Inia_geoffrensis","661","TRUE","Fritz Tree","Species"
"5440","MB321.nex","Pontoporia_blainvillei","661","TRUE","Fritz Tree","Species"
"5441","MB321.nex","Kogia_breviceps","661","TRUE","Fritz Tree","Species"
"5442","MB321.nex","Ziphius_cavirostris","661","TRUE","Fritz Tree","Species"
"5443","MB321.nex","Balaenoptera_acutorostrata","661","TRUE","Fritz Tree","Species"
"5444","MB321.nex","Hippopotamus_amphibius","661","TRUE","Fritz Tree","Species"
"5446","MB321.nex","Sus_scrofa","661","TRUE","Fritz Tree","Species"
"5447","MB321.nex","Babyrousa_babyrussa","661","TRUE","Fritz Tree","Species"
"5448","MB321.nex","Potamochoerus_porcus","661","TRUE","Fritz Tree","Species"
"5449","MB321.nex","Hylochoerus_meinertzhageni","661","TRUE","Fritz Tree","Species"
"5451","MB321.nex","Camelus_dromedarius","661","TRUE","Fritz Tree","Species"
"5452","MB321.nex","Lama_glama","661","TRUE","Fritz Tree","Species"
"5453","MB321.nex","Dicerorhinus_sumatrensis","661","TRUE","Fritz Tree","Species"
"5454","MB321.nex","Tapirus_terrestris","661","TRUE","Fritz Tree","Species"
"5455","MB321.nex","Equus_caballus","661","TRUE","Fritz Tree","Species"
"5456","MB321.nex","Ailurus_fulgens","661","TRUE","Fritz Tree","Species"
"5457","MB321.nex","Canis_latrans","661","TRUE","Fritz Tree","Species"
"5458","MB321.nex","Nandinia_binotata","661","TRUE","Fritz Tree","Species"
"5459","MB321.nex","Felis_silvestris","661","TRUE","Fritz Tree","Species"
"5460","MB321.nex","Erinaceus_europaeus","661","TRUE","Fritz Tree","Species"
"5509","MB352.nex","Addax_nasomaculatus","88","TRUE","Fritz Tree","Species"
"5510","MB352.nex","Aepyceros_melampus","88","TRUE","Fritz Tree","Species"
"5511","MB352.nex","Alcelaphus_buselaphus","88","TRUE","Fritz Tree","Species"
"5512","MB352.nex","Ammodorcas_clarkei","88","TRUE","Fritz Tree","Species"
"5513","MB352.nex","Antidorcas_marsupialis","88","TRUE","Fritz Tree","Species"
"5514","MB352.nex","Antilope_cervicapra","88","TRUE","Fritz Tree","Species"
"5515","MB352.nex","Boselaphus_tragocamelus","88","TRUE","Fritz Tree","Species"
"5516","MB352.nex","Capra_falconeri","88","TRUE","Fritz Tree","Species"
"5517","MB352.nex","Cephalophus_rufilatus","88","TRUE","Fritz Tree","Species"
"5518","MB352.nex","Cephalophus_silvicultor","88","TRUE","Fritz Tree","Species"
"5519","MB352.nex","Connochaetes_taurinus","88","TRUE","Fritz Tree","Species"
"5520","MB352.nex","Damaliscus_pygargus","88","TRUE","Fritz Tree","Species"
"5521","MB352.nex","Dorcatragus_megalotis","88","TRUE","Fritz Tree","Species"
"5522","MB352.nex","Eudorcas_rufifrons","88","TRUE","Fritz Tree","Species"
"5523","MB352.nex","Eudorcas_thomsoni","88","TRUE","Wilson & Reeder","Species"
"5524","MB352.nex","Gazella_bennettii","88","TRUE","Fritz Tree","Species"
"5525","MB352.nex","Gazella_cuvieri","88","TRUE","Fritz Tree","Species"
"5526","MB352.nex","Gazella_dorcas","88","TRUE","Fritz Tree","Species"
"5527","MB352.nex","Gazella_gazella","88","TRUE","Fritz Tree","Species"
"5528","MB352.nex","Gazella_leptoceros","88","TRUE","Fritz Tree","Species"
"5529","MB352.nex","Gazella_marica","88","TRUE","Wilson & Reeder","Species"
"5530","MB352.nex","Gazella_spekei","88","TRUE","Fritz Tree","Species"
"5531","MB352.nex","Gazella_subgutturosa","88","TRUE","Fritz Tree","Species"
"5532","MB352.nex","Hippotragus_niger","88","TRUE","Fritz Tree","Species"
"5533","MB352.nex","Kobus_ellipsiprymnus","88","TRUE","Fritz Tree","Species"
"5534","MB352.nex","Kobus_kob","88","TRUE","Fritz Tree","Species"
"5535","MB352.nex","Kobus_leche","88","TRUE","Fritz Tree","Species"
"5536","MB352.nex","Kobus_megaceros","88","TRUE","Fritz Tree","Species"
"5537","MB352.nex","Kobus_vardoni","88","TRUE","Wilson & Reeder","Species"
"5538","MB352.nex","Litocranius_walleri","88","TRUE","Fritz Tree","Species"
"5539","MB352.nex","Madoqua_guentheri","88","TRUE","Fritz Tree","Species"
"5540","MB352.nex","Madoqua_kirki","88","TRUE","Wilson & Reeder","Species"
"5541","MB352.nex","Madoqua_saltiana","88","TRUE","Fritz Tree","Species"
"5542","MB352.nex","Nanger_dama","88","TRUE","Fritz Tree","Species"
"5543","MB352.nex","Nanger_granti","88","TRUE","Fritz Tree","Species"
"5544","MB352.nex","Nanger_soemmerringi","88","TRUE","Wilson & Reeder","Species"
"5545","MB352.nex","Neotragus_batesi","88","TRUE","Fritz Tree","Species"
"5546","MB352.nex","Neotragus_moschatus","88","TRUE","Fritz Tree","Species"
"5547","MB352.nex","Neotragus_pygmaeus","88","TRUE","Fritz Tree","Species"
"5548","MB352.nex","Oreotragus_oreotragus","88","TRUE","Fritz Tree","Species"
"5549","MB352.nex","Oryx_beisa","88","TRUE","Fritz Tree","Species"
"5550","MB352.nex","Ourebia_ourebi","88","TRUE","Fritz Tree","Species"
"5551","MB352.nex","Pantholops_hodgsoni","88","TRUE","Wilson & Reeder","Species"
"5552","MB352.nex","Pelea_capreolus","88","TRUE","Fritz Tree","Species"
"5553","MB352.nex","Philantomba_monticola","88","TRUE","Fritz Tree","Species"
"5554","MB352.nex","Procapra_gutturosa","88","TRUE","Fritz Tree","Species"
"5555","MB352.nex","Procapra_picticaudata","88","TRUE","Fritz Tree","Species"
"5556","MB352.nex","Procapra_przewalskii","88","TRUE","Fritz Tree","Species"
"5557","MB352.nex","Raphicerus_campestris","88","TRUE","Fritz Tree","Species"
"5558","MB352.nex","Raphicerus_melanotis","88","TRUE","Fritz Tree","Species"
"5559","MB352.nex","Raphicerus_sharpei","88","TRUE","Fritz Tree","Species"
"5560","MB352.nex","Redunca_arundinum","88","TRUE","Fritz Tree","Species"
"5561","MB352.nex","Redunca_fulvorufula","88","TRUE","Fritz Tree","Species"
"5562","MB352.nex","Redunca_redunca","88","TRUE","Fritz Tree","Species"
"5563","MB352.nex","Rupicapra_rupicapra","88","TRUE","Fritz Tree","Species"
"5564","MB352.nex","Saiga_tatarica","88","TRUE","Fritz Tree","Species"
"5565","MB352.nex","Sylvicapra_grimmia","88","TRUE","Fritz Tree","Species"
"5566","MB352.nex","Tetracerus_quadricornis","88","TRUE","Fritz Tree","Species"
"5567","MB352.nex","Tragelaphus_imberbis","88","TRUE","Fritz Tree","Species"
"5568","MB352.nex","Gazella_lydekkeri","88","TRUE","Wilson & Reeder","Species"
"5585","MB367.nex","Echinosorex_gymnurus","216","TRUE","Wilson & Reeder","Species"
"5586","MB367.nex","Erinaceus_europaeus","216","TRUE","Fritz Tree","Species"
"5610","MB367.nex","Canis_latrans","216","TRUE","Fritz Tree","Species"
"5611","MB367.nex","Mephitis_mephitis","216","TRUE","Fritz Tree","Species"
"5612","MB367.nex","Gulo_gulo","216","TRUE","Fritz Tree","Species"
"5614","MB367.nex","Otariidae","216","TRUE","Wilson & Reeder","Family"
"5616","MB367.nex","Procyon_lotor","216","TRUE","Fritz Tree","Species"
"5617","MB367.nex","Ailurus_fulgens","216","TRUE","Fritz Tree","Species"
"5620","MB367.nex","Nandinia_binotata","216","TRUE","Fritz Tree","Species"
"5621","MB367.nex","Hyaena_hyaena","216","TRUE","Fritz Tree","Species"
"5622","MB367.nex","Civettictis_civetta","216","TRUE","Fritz Tree","Species"
"5623","MB367.nex","Felis_concolor","216","TRUE","Wilson & Reeder","Species"
"5624","MB367.nex","Herpestes","216","TRUE","Wilson & Reeder","Genus"
"5635","MB374.nex","Physeter_catodon","150","TRUE","Fritz Tree","Species"
"5643","MB374.nex","Balaena_ricei","150","TRUE","Wilson & Reeder","Genus"
"5644","MB374.nex","Balaena_mysticetus","150","TRUE","Fritz Tree","Species"
"5646","MB374.nex","Balaenoptera_acutorostrata","150","TRUE","Fritz Tree","Species"
"5647","MB374.nex","Balaenoptera_bonaerensis","150","TRUE","Fritz Tree","Species"
"5648","MB374.nex","Balaenoptera_borealis","150","TRUE","Fritz Tree","Species"
"5649","MB374.nex","Balaenoptera_edeni","150","TRUE","Fritz Tree","Species"
"5650","MB374.nex","Balaenoptera_musculus","150","TRUE","Fritz Tree","Species"
"5651","MB374.nex","Balaenoptera_omurai","150","TRUE","Wilson & Reeder","Genus"
"5652","MB374.nex","Balaenoptera_physalus","150","TRUE","Fritz Tree","Species"
"5653","MB374.nex","Balaenoptera_siberi","150","TRUE","Wilson & Reeder","Species"
"5655","MB374.nex","Caperea_marginata","150","TRUE","Fritz Tree","Species"
"5665","MB374.nex","Eschrichtius_robustus","150","TRUE","Fritz Tree","Species"
"5666","MB374.nex","Eubalaena_glacialis","150","TRUE","Fritz Tree","Species"
"5667","MB374.nex","Eubalaena_shinshuensis","150","TRUE","Wilson & Reeder","Genus"
"5673","MB374.nex","Megaptera_hubachi","150","TRUE","Wilson & Reeder","Genus"
"5674","MB374.nex","Megaptera_miocaena","150","TRUE","Wilson & Reeder","Genus"
"5675","MB374.nex","Megaptera_novaeangliae","150","TRUE","Fritz Tree","Species"
"5692","MB383.nex","Hexaprotodon_garyam","84","TRUE","Wilson & Reeder","Genus"
"5693","MB383.nex","Hippopotamus","84","TRUE","Wilson & Reeder","Genus"
"5716","MB417.nex","Procavia_capensis","39","TRUE","Fritz Tree","Species"
"5717","MB417.nex","Chrysochloris","39","TRUE","Wilson & Reeder","Genus"
"5718","MB417.nex","Rhynchocyon_cirnei","39","TRUE","Fritz Tree","Species"
"5721","MB417.nex","Orycteropus_abundulafus","39","TRUE","Wilson & Reeder","Genus"
"5722","MB417.nex","Orycteropus_afer","39","TRUE","Fritz Tree","Species"
"5723","MB417.nex","Orycteropus_crassidens","39","TRUE","Wilson & Reeder","Species"
"5724","MB417.nex","Orycteropus_depereti","39","TRUE","Wilson & Reeder","Genus"
"5725","MB417.nex","Orycteropus_djourabensis","39","TRUE","Wilson & Reeder","Genus"
"5726","MB417.nex","Orycteropus_gaudryi","39","TRUE","Wilson & Reeder","Genus"
"5727","MB417.nex","Orycteropus_mauritanicus","39","TRUE","Wilson & Reeder","Genus"
"5729","MB419.nex","Atelocynus_microtis","224","TRUE","Fritz Tree","Species"
"5730","MB419.nex","Canis_aureus","224","TRUE","Fritz Tree","Species"
"5731","MB419.nex","Canis_latrans","224","TRUE","Fritz Tree","Species"
"5732","MB419.nex","Canis_lupus","224","TRUE","Fritz Tree","Species"
"5733","MB419.nex","Canis_mesomelas","224","TRUE","Fritz Tree","Species"
"5734","MB419.nex","Canis_simensis","224","TRUE","Fritz Tree","Species"
"5735","MB419.nex","Cerdocyon_thous","224","TRUE","Fritz Tree","Species"
"5736","MB419.nex","Chrysocyon_brachyurus","224","TRUE","Fritz Tree","Species"
"5737","MB419.nex","Cuon_alpinus","224","TRUE","Fritz Tree","Species"
"5738","MB419.nex","Dusicyon_australis","224","TRUE","Wilson & Reeder","Species"
"5739","MB419.nex","Lycalopex_culpaeus","224","TRUE","Fritz Tree","Species"
"5740","MB419.nex","Lycalopex_griseus","224","TRUE","Fritz Tree","Species"
"5741","MB419.nex","Lycalopex_gymnocercus","224","TRUE","Fritz Tree","Species"
"5742","MB419.nex","Lycalopex_sechurae","224","TRUE","Fritz Tree","Species"
"5743","MB419.nex","Lycalopex_vetulus","224","TRUE","Fritz Tree","Species"
"5744","MB419.nex","Lycalopex_fulvipes","224","TRUE","Fritz Tree","Species"
"5745","MB419.nex","Lycaon_pictus","224","TRUE","Fritz Tree","Species"
"5746","MB419.nex","Nyctereutes_procyonoides","224","TRUE","Fritz Tree","Species"
"5747","MB419.nex","Otocyon_megalotis","224","TRUE","Fritz Tree","Species"
"5748","MB419.nex","Canis_adustus","224","TRUE","Fritz Tree","Species"
"5749","MB419.nex","Speothos_venaticus","224","TRUE","Fritz Tree","Species"
"5750","MB419.nex","Urocyon_cinereoargenteus","224","TRUE","Fritz Tree","Species"
"5751","MB419.nex","Vulpes_lagopus","224","TRUE","Fritz Tree","Species"
"5752","MB419.nex","Vulpes_vulpes","224","TRUE","Fritz Tree","Species"
"5753","MB419.nex","Vulpes_zerda","224","TRUE","Fritz Tree","Species"
"5754","MB419.nex","Canis_rufus","224","TRUE","Wilson & Reeder","Species"
"5759","MB419.nex","Canis_dirus","224","TRUE","Wilson & Reeder","Genus"
"5760","MB419.nex","Canis_nehringi","224","TRUE","Wilson & Reeder","Species"
"5761","MB419.nex","Canis_gezi","224","TRUE","Wilson & Reeder","Genus"
"5762","MB419.nex","Dusicyon_avus","224","TRUE","Wilson & Reeder","Species"
"5763","MB419.nex","Canis_armbrusteri","224","TRUE","Wilson & Reeder","Genus"
"5770","MB419.nex","Chrysocyon","224","TRUE","Wilson & Reeder","Genus"
"5771","MB419.nex","Cerdocyon_sp","224","TRUE","Wilson & Reeder","Species"
"5772","MB419.nex","Cerdocyon_avius","224","TRUE","Wilson & Reeder","Genus"
"5839","MB443.nex","Amblysomus_hottentotus","421","TRUE","Fritz Tree","Species"
"5846","MB443.nex","Chrysochloris_asiatica","421","TRUE","Fritz Tree","Species"
"5847","MB443.nex","Condylura_cristata","421","TRUE","Fritz Tree","Species"
"5849","MB443.nex","Dasypus_novemcinctus","421","TRUE","Fritz Tree","Species"
"5850","MB443.nex","Didelphis_virginiana","421","TRUE","Fritz Tree","Species"
"5853","MB443.nex","Echinops_telfairi","421","TRUE","Fritz Tree","Species"
"5854","MB443.nex","Elephantulus_intufi","421","TRUE","Fritz Tree","Species"
"5855","MB443.nex","Erinaceus_europaeus","421","TRUE","Fritz Tree","Species"
"5858","MB443.nex","Hemicentetes_semispinosus","421","TRUE","Fritz Tree","Species"
"5860","MB443.nex","Lemur_catta","421","TRUE","Fritz Tree","Species"
"5861","MB443.nex","Loxodonta_africana","421","TRUE","Fritz Tree","Species"
"5862","MB443.nex","Macroscelides_proboscideus","421","TRUE","Fritz Tree","Species"
"5866","MB443.nex","Microgale_talazaci","421","TRUE","Fritz Tree","Species"
"5871","MB443.nex","Orycteropus_afer","421","TRUE","Fritz Tree","Species"
"5873","MB443.nex","Petrodromus_tetradactylus","421","TRUE","Fritz Tree","Species"
"5876","MB443.nex","Potamogale_velox","421","TRUE","Fritz Tree","Species"
"5877","MB443.nex","Procavia_capensis","421","TRUE","Fritz Tree","Species"
"5882","MB443.nex","Rhynchocyon_cirnei","421","TRUE","Fritz Tree","Species"
"5887","MB443.nex","Setifer_setosus","421","TRUE","Fritz Tree","Species"
"5888","MB443.nex","Tenrec_ecaudatus","421","TRUE","Fritz Tree","Species"
"5897","MB443.nex","Trichechus_manatus","421","TRUE","Fritz Tree","Species"
"5898","MB443.nex","Tupaia_glis","421","TRUE","Fritz Tree","Species"
"5900","MB458-2.nex","Bos_taurus","304","TRUE","Fritz Tree","Species"
"5901","MB458-2.nex","Sus_scrofa","304","TRUE","Fritz Tree","Species"
"5902","MB458-2.nex","Hippopotamus_amphibius","304","TRUE","Fritz Tree","Species"
"5906","MB458-2.nex","Caperea_marginata","304","TRUE","Fritz Tree","Species"
"5907","MB458-2.nex","Eubalaena_glacialis","304","TRUE","Fritz Tree","Species"
