"","Matrix","Taxa","Characters","Living","Source","Tax.level"
"4","GL1988-GH.nex","Tayassuidae","116","TRUE","Wilson & Reeder","Family"
"5","GL1988-GH.nex","Suidae","116","TRUE","Wilson & Reeder","Family"
"15","GL1988-GH.nex","Hippopotamidae","116","TRUE","Wilson & Reeder","Family"
"27","GL1988-GH.nex","Camelidae","116","TRUE","Wilson & Reeder","Family"
"40","GL1988-GH.nex","Tragulidae","116","TRUE","Wilson & Reeder","Family"
"90","GL1994-B.nex","Odobenidae","40","TRUE","Wilson & Reeder","Family"
"92","GL1994-B.nex","Otariidae","40","TRUE","Wilson & Reeder","Family"
"97","GL1994-B.nex","Phocidae","40","TRUE","Wilson & Reeder","Family"
"115","GL1995-G.nex","Pholidota","85","TRUE","Wilson & Reeder","Order"
"120","GL1995-G.nex","Dasypodidae","85","TRUE","Wilson & Reeder","Family"
"121","GL1995-G.nex","Cyclopes","85","TRUE","Wilson & Reeder","Genus"
"130","GL1995-G.nex","Choloepus","85","TRUE","Wilson & Reeder","Genus"
"133","GL1995-G.nex","Megalonyx","85","TRUE","Wilson & Reeder","Species"
"134","GL1995-G.nex","Bradypus","85","TRUE","Wilson & Reeder","Genus"
"213","GL2001-G.nex","Canis","186","TRUE","Wilson & Reeder","Genus"
"215","GL2001-G.nex","Rattus_norvegicus","186","TRUE","Fritz Tree","Species"
"216","GL2001-G.nex","Orycteropus_afer","186","TRUE","Fritz Tree","Species"
"218","GL2001-G.nex","Delphinapterus","186","TRUE","Wilson & Reeder","Genus"
"219","GL2001-G.nex","Tursiops","186","TRUE","Wilson & Reeder","Genus"
"220","GL2001-G.nex","Balaenoptera","186","TRUE","Wilson & Reeder","Genus"
"243","GL2001-G.nex","Tragulus","186","TRUE","Wilson & Reeder","Genus"
"244","GL2001-G.nex","Bos_taurus","186","TRUE","Fritz Tree","Species"
"246","GL2001-G.nex","Odocoileus","186","TRUE","Wilson & Reeder","Genus"
"252","GL2001-G.nex","Camelus","186","TRUE","Wilson & Reeder","Genus"
"253","GL2001-G.nex","Lama","186","TRUE","Wilson & Reeder","Genus"
"262","GL2001-G.nex","Sus_scrofa","186","TRUE","Fritz Tree","Species"
"263","GL2001-G.nex","Hexaprotodon","186","TRUE","Wilson & Reeder","Genus"
"264","GL2001-G.nex","Hippopotamus","186","TRUE","Wilson & Reeder","Genus"
"273","GL2001-G.nex","Equus","186","TRUE","Wilson & Reeder","Genus"
"287","GL2001-H.nex","Tapirus","30","TRUE","Wilson & Reeder","Genus"
"320","GL2001-TW.nex","Hippopotamus","105","TRUE","Wilson & Reeder","Genus"
"321","GL2001-TW.nex","Hexaprotodon","105","TRUE","Wilson & Reeder","Genus"
"325","GL2001-TW.nex","Tragulus","105","TRUE","Wilson & Reeder","Genus"
"330","GL2003-HK.nex","Anthops_ornatus","64","TRUE","Fritz Tree","Species"
"332","GL2003-HK.nex","Asellia_tridens","64","TRUE","Fritz Tree","Species"
"333","GL2003-HK.nex","Aselliscus_tricuspidatus","64","TRUE","Fritz Tree","Species"
"336","GL2003-HK.nex","Cloeotis_percivali","64","TRUE","Fritz Tree","Species"
"337","GL2003-HK.nex","Coelops_frithi","64","TRUE","Wilson & Reeder","Species"
"338","GL2003-HK.nex","Coelops_robinsoni","64","TRUE","Fritz Tree","Species"
"339","GL2003-HK.nex","Hipposideros_armiger","64","TRUE","Fritz Tree","Species"
"340","GL2003-HK.nex","Hipposideros_ater","64","TRUE","Fritz Tree","Species"
"341","GL2003-HK.nex","Hipposideros_bernardsigei","64","TRUE","Wilson & Reeder","Genus"
"342","GL2003-HK.nex","Hipposideros_caffer","64","TRUE","Fritz Tree","Species"
"343","GL2003-HK.nex","Hipposideros_calcaratus","64","TRUE","Fritz Tree","Species"
"344","GL2003-HK.nex","Hipposideros_cervinus","64","TRUE","Fritz Tree","Species"
"345","GL2003-HK.nex","Hipposideros_commersoni","64","TRUE","Fritz Tree","Species"
"346","GL2003-HK.nex","Hipposideros_corynophyllus","64","TRUE","Fritz Tree","Species"
"347","GL2003-HK.nex","Hipposideros_cyclops","64","TRUE","Fritz Tree","Species"
"348","GL2003-HK.nex","Hipposideros_diadema","64","TRUE","Fritz Tree","Species"
"349","GL2003-HK.nex","Hipposideros_fulvus","64","TRUE","Fritz Tree","Species"
"350","GL2003-HK.nex","Hipposideros_lankadiva","64","TRUE","Fritz Tree","Species"
"351","GL2003-HK.nex","Hipposideros_larvatus","64","TRUE","Fritz Tree","Species"
"352","GL2003-HK.nex","Hipposideros_lylei","64","TRUE","Fritz Tree","Species"
"353","GL2003-HK.nex","Hipposideros_maggietaylorae","64","TRUE","Fritz Tree","Species"
"354","GL2003-HK.nex","Hipposideros_muscinus","64","TRUE","Fritz Tree","Species"
"355","GL2003-HK.nex","Hipposideros_papua","64","TRUE","Fritz Tree","Species"
"356","GL2003-HK.nex","Hipposideros_pratti","64","TRUE","Fritz Tree","Species"
"357","GL2003-HK.nex","Hipposideros_ruber","64","TRUE","Fritz Tree","Species"
"358","GL2003-HK.nex","Hipposideros_semoni","64","TRUE","Fritz Tree","Species"
"359","GL2003-HK.nex","Hipposideros_speoris","64","TRUE","Fritz Tree","Species"
"360","GL2003-HK.nex","Hipposideros_turpis","64","TRUE","Fritz Tree","Species"
"361","GL2003-HK.nex","Hipposideros_wollastoni","64","TRUE","Fritz Tree","Species"
"368","GL2003-HK.nex","Triaenops_persicus","64","TRUE","Fritz Tree","Species"
"370","GL2003-HK.nex","Rhinolophus_simulator","64","TRUE","Fritz Tree","Species"
"371","GL2003-HK.nex","Rhinolophus_megaphyllus","64","TRUE","Fritz Tree","Species"
"372","GL2003-HK.nex","Rhinolophus_affinis","64","TRUE","Fritz Tree","Species"
"394","GL2005-B.nex","Hexaprotodon_mingoz","37","TRUE","Wilson & Reeder","Genus"
"395","GL2005-B.nex","Hexaprotodon_mingoz_cf","37","TRUE","Wilson & Reeder","Genus"
"396","GL2005-B.nex","Hexaprotodon_bruneti","37","TRUE","Wilson & Reeder","Genus"
"397","GL2005-B.nex","Hexaprotodon_harvardi","37","TRUE","Wilson & Reeder","Genus"
"398","GL2005-B.nex","Hexaprotodon_protamphibius_cf","37","TRUE","Wilson & Reeder","Genus"
"399","GL2005-B.nex","Hexaprotodon_protamphibius","37","TRUE","Wilson & Reeder","Genus"
"400","GL2005-B.nex","Hexaprotodon_karumensis","37","TRUE","Wilson & Reeder","Genus"
"401","GL2005-B.nex","Hexaprotodon_aethiopicus","37","TRUE","Wilson & Reeder","Species"
"402","GL2005-B.nex","Hexaprotodon_sivalensis","37","TRUE","Wilson & Reeder","Genus"
"403","GL2005-B.nex","Hexaprotodon_palaeindicus","37","TRUE","Wilson & Reeder","Genus"
"404","GL2005-B.nex","Hexaprotodon_afarensis","37","TRUE","Wilson & Reeder","Genus"
"405","GL2005-B.nex","Hippopotamus_amphibius","37","TRUE","Fritz Tree","Species"
"406","GL2005-B.nex","Hippopotamus_gorgops","37","TRUE","Wilson & Reeder","Genus"
"407","GL2005-B.nex","Hexaprotodon_liberiensis","37","TRUE","Fritz Tree","Species"
"454","GL2007-RM.nex","Ornithorhynchus","288","TRUE","Wilson & Reeder","Genus"
"476","GL2007-RM.nex","Didelphis","288","TRUE","Wilson & Reeder","Genus"
"478","GL2007-RM.nex","Erinaceus","288","TRUE","Wilson & Reeder","Genus"
"493","GL2012-AA.nex","Ailuropoda_melanoleuca","82","TRUE","Fritz Tree","Species"
"494","GL2012-AA.nex","Tremarctos_ornatus","82","TRUE","Fritz Tree","Species"
"495","GL2012-AA.nex","Ursus_arctos","82","TRUE","Fritz Tree","Species"
"496","GL2012-AA.nex","Ursus_americanus","82","TRUE","Fritz Tree","Species"
"497","GL2012-AA.nex","Ursus_thibetanus","82","TRUE","Fritz Tree","Species"
"498","GL2012-AA.nex","Helarctos_malayanus","82","TRUE","Fritz Tree","Species"
"499","GL2012-AA.nex","Ursus_maritimus","82","TRUE","Fritz Tree","Species"
"500","GL2012-AA.nex","Melursus_ursinus","82","TRUE","Fritz Tree","Species"
"601","GL2013-BA.nex","Orycteropus","27","TRUE","Wilson & Reeder","Genus"
"603","GL2013-BA.nex","Procavia","27","TRUE","Wilson & Reeder","Genus"
"616","GL2013-BA.nex","Trichechus","27","TRUE","Wilson & Reeder","Genus"
"619","GL2013-CR-1.nex","Dasypus_punctatus","18","TRUE","Wilson & Reeder","Species"
"620","GL2013-CR-1.nex","Dasypus_hybridus","18","TRUE","Fritz Tree","Species"
"621","GL2013-CR-1.nex","Dasypus_kappleri","18","TRUE","Fritz Tree","Species"
"622","GL2013-CR-1.nex","Dasypus_novemcinctus","18","TRUE","Fritz Tree","Species"
"623","GL2013-CR-1.nex","Dasypus_septemcinctus","18","TRUE","Fritz Tree","Species"
"628","GL2013-CR-2.nex","Dasypus_punctatus","18","TRUE","Wilson & Reeder","Species"
"629","GL2013-CR-2.nex","Dasypus_hybridus","18","TRUE","Fritz Tree","Species"
"630","GL2013-CR-2.nex","Dasypus_kappleri","18","TRUE","Fritz Tree","Species"
"631","GL2013-CR-2.nex","Dasypus_novemcinctus","18","TRUE","Fritz Tree","Species"
"632","GL2013-CR-2.nex","Dasypus_septemcinctus","18","TRUE","Fritz Tree","Species"
"757","GS2006-SH.nex","Uropsilus_spp.","157","TRUE","Wilson & Reeder","Genus"
"758","GS2006-SH.nex","Desmana_moschata","157","TRUE","Fritz Tree","Species"
"759","GS2006-SH.nex","Galemys_pyrenaicus","157","TRUE","Fritz Tree","Species"
"760","GS2006-SH.nex","Scaptonyx_fusicaudus","157","TRUE","Fritz Tree","Species"
"761","GS2006-SH.nex","Talpa_europaea","157","TRUE","Fritz Tree","Species"
"762","GS2006-SH.nex","Scaptochirus_moschatus","157","TRUE","Fritz Tree","Species"
"763","GS2006-SH.nex","Euroscaptor_spp.","157","TRUE","Wilson & Reeder","Genus"
"764","GS2006-SH.nex","Mogera_wogura","157","TRUE","Fritz Tree","Species"
"765","GS2006-SH.nex","Parascaptor_leucura","157","TRUE","Fritz Tree","Species"
"766","GS2006-SH.nex","Urotrichus_talpoides","157","TRUE","Fritz Tree","Species"
"767","GS2006-SH.nex","Dymecodon_pilirostris","157","TRUE","Fritz Tree","Species"
"768","GS2006-SH.nex","Neurotrichus_gibbsii","157","TRUE","Fritz Tree","Species"
"769","GS2006-SH.nex","Scapanulus_oweni","157","TRUE","Fritz Tree","Species"
"770","GS2006-SH.nex","Parascalops_breweri","157","TRUE","Fritz Tree","Species"
"771","GS2006-SH.nex","Scalopus_aquaticus","157","TRUE","Fritz Tree","Species"
"772","GS2006-SH.nex","Scapanus_spp.","157","TRUE","Wilson & Reeder","Genus"
"773","GS2006-SH.nex","Condylura_cristata","157","TRUE","Fritz Tree","Species"
"774","GS2006-SH.nex","Crocidura_russula","157","TRUE","Fritz Tree","Species"
"776","GS2006-SH.nex","Erinaceus_europaeus","157","TRUE","Fritz Tree","Species"
"777","GS2006-SH.nex","Blarina_brevicauda","157","TRUE","Fritz Tree","Species"
"784","GS2007-R.nex","Castor_fiber","2","TRUE","Fritz Tree","Species"
"817","GS2007-S.nex","Amblysomus_hottentotus","418","TRUE","Fritz Tree","Species"
"824","GS2007-S.nex","Chrysochloris_asiatica","418","TRUE","Fritz Tree","Species"
"825","GS2007-S.nex","Condylura_cristata","418","TRUE","Fritz Tree","Species"
"827","GS2007-S.nex","Dasypus_novemcinctus","418","TRUE","Fritz Tree","Species"
"828","GS2007-S.nex","Didelphis_virginiana","418","TRUE","Fritz Tree","Species"
"829","GS2007-S.nex","Echinops_telfairi","418","TRUE","Fritz Tree","Species"
"830","GS2007-S.nex","Elephantulus_intufi","418","TRUE","Fritz Tree","Species"
"831","GS2007-S.nex","Erinaceus_europaeus","418","TRUE","Fritz Tree","Species"
"834","GS2007-S.nex","Hemicentetes_semispinosus","418","TRUE","Fritz Tree","Species"
"836","GS2007-S.nex","Lemur_catta","418","TRUE","Fritz Tree","Species"
"837","GS2007-S.nex","Loxodonta_africana","418","TRUE","Fritz Tree","Species"
"838","GS2007-S.nex","Macroscelides_proboscideus","418","TRUE","Fritz Tree","Species"
"842","GS2007-S.nex","Microgale_talazaci","418","TRUE","Fritz Tree","Species"
"848","GS2007-S.nex","Orycteropus_afer","418","TRUE","Fritz Tree","Species"
"850","GS2007-S.nex","Petrodromus_tetradactylus","418","TRUE","Fritz Tree","Species"
"853","GS2007-S.nex","Potamogale_velox","418","TRUE","Fritz Tree","Species"
"854","GS2007-S.nex","Procavia_capensis","418","TRUE","Fritz Tree","Species"
"859","GS2007-S.nex","Rhynchocyon_cirnei","418","TRUE","Fritz Tree","Species"
"864","GS2007-S.nex","Setifer_setosus","418","TRUE","Fritz Tree","Species"
"865","GS2007-S.nex","Tenrec_ecaudatus","418","TRUE","Fritz Tree","Species"
"873","GS2007-S.nex","Trichechus_manatus","418","TRUE","Fritz Tree","Species"
"874","GS2007-S.nex","Tupaia_glis","418","TRUE","Fritz Tree","Species"
"892","GS2008-BK.nex","Microcebus_murinus","343","TRUE","Fritz Tree","Species"
"893","GS2008-BK.nex","Nycticebus_coucang","343","TRUE","Fritz Tree","Species"
"894","GS2008-BK.nex","Lemur_catta","343","TRUE","Fritz Tree","Species"
"922","GS2008-BK.nex","Tarsius_sp.","343","TRUE","Wilson & Reeder","Species"
"934","GS2008-BK.nex","Aotus_trivirgatus","343","TRUE","Fritz Tree","Species"
"935","GS2008-BK.nex","Saimiri_sciureus","343","TRUE","Fritz Tree","Species"
"936","GS2008-BK.nex","Callicebus_moloch","343","TRUE","Fritz Tree","Species"
"952","GS2008-KF.nex","Tarsius_syrichta","268","TRUE","Fritz Tree","Species"
"958","GS2008-KF.nex","Aotus_lemurinus","268","TRUE","Fritz Tree","Species"
"959","GS2008-KF.nex","Saimiri_boliviensis","268","TRUE","Fritz Tree","Species"
"960","GS2008-KF.nex","Cebus_capucinus","268","TRUE","Fritz Tree","Species"
"961","GS2008-KF.nex","Callicebus_moloch","268","TRUE","Fritz Tree","Species"
"962","GS2008-KF.nex","Pithecia_pithecia","268","TRUE","Fritz Tree","Species"
"963","GS2008-KF.nex","Chiropotes_satanas","268","TRUE","Fritz Tree","Species"
"964","GS2008-KF.nex","Cacajao_calvus","268","TRUE","Fritz Tree","Species"
"966","GS2008-KF.nex","Saguinus_midas","268","TRUE","Fritz Tree","Species"
"967","GS2008-KF.nex","Callithrix_penicillata","268","TRUE","Fritz Tree","Species"
"968","GS2008-KF.nex","Callithrix_pygmaea","268","TRUE","Fritz Tree","Species"
"969","GS2008-KF.nex","Callimico_goeldii","268","TRUE","Fritz Tree","Species"
"970","GS2008-KF.nex","Leontopithecus_rosalia","268","TRUE","Fritz Tree","Species"
"971","GS2008-KF.nex","Alouatta_palliata","268","TRUE","Fritz Tree","Species"
"972","GS2008-KF.nex","Ateles_geoffroyi","268","TRUE","Fritz Tree","Species"
"973","GS2008-KF.nex","Brachyteles_arachnoides","268","TRUE","Fritz Tree","Species"
"974","GS2008-KF.nex","Lagothrix_lagotricha","268","TRUE","Fritz Tree","Species"
"980","GS2008-KF.nex","Hylobates_lar","268","TRUE","Fritz Tree","Species"
"981","GS2008-KF.nex","Miopithecus_talapoin","268","TRUE","Fritz Tree","Species"
"982","GS2008-KF.nex","Presbytis_melalophos","268","TRUE","Fritz Tree","Species"
"983","GS2010-AM.nex","Elephantulus","144","TRUE","Wilson & Reeder","Genus"
"984","GS2010-AM.nex","Echinops","144","TRUE","Wilson & Reeder","Genus"
"985","GS2010-AM.nex","Geogale","144","TRUE","Wilson & Reeder","Genus"
"986","GS2010-AM.nex","Hemicentetes","144","TRUE","Wilson & Reeder","Genus"
"987","GS2010-AM.nex","Limnogale","144","TRUE","Wilson & Reeder","Genus"
"988","GS2010-AM.nex","Microgale","144","TRUE","Wilson & Reeder","Genus"
"989","GS2010-AM.nex","Micropotamogale","144","TRUE","Wilson & Reeder","Genus"
"990","GS2010-AM.nex","Oryzorictes","144","TRUE","Wilson & Reeder","Genus"
"992","GS2010-AM.nex","Procavia","144","TRUE","Wilson & Reeder","Genus"
"993","GS2010-AM.nex","Setifer","144","TRUE","Wilson & Reeder","Genus"
"995","GS2010-AM.nex","Amblysomus_corriae","144","TRUE","Fritz Tree","Species"
"996","GS2010-AM.nex","Amblysomus_hott","144","TRUE","Wilson & Reeder","Species"
"997","GS2010-AM.nex","Amblysomus_marleyi","144","TRUE","Fritz Tree","Species"
"998","GS2010-AM.nex","Amblysomus_robustus","144","TRUE","Wilson & Reeder","Species"
"999","GS2010-AM.nex","Amblysomus_septentrion","144","TRUE","Wilson & Reeder","Species"
"1000","GS2010-AM.nex","Calcochloris_obtusi","144","TRUE","Wilson & Reeder","Species"
"1001","GS2010-AM.nex","Chlorotalpa_leuco","144","TRUE","Wilson & Reeder","Species"
"1002","GS2010-AM.nex","Chlorotalpa_arendsi","144","TRUE","Wilson & Reeder","Species"
"1003","GS2010-AM.nex","Chlorotalpa_duthiae","144","TRUE","Wilson & Reeder","Genus"
"1004","GS2010-AM.nex","Chlorotalpa_sclateri","144","TRUE","Fritz Tree","Species"
"1005","GS2010-AM.nex","Chrysochloris_asiatica","144","TRUE","Fritz Tree","Species"
"1006","GS2010-AM.nex","Chrysochloris_stuhlmanni","144","TRUE","Fritz Tree","Species"
"1007","GS2010-AM.nex","Chrysospalax_trevel","144","TRUE","Wilson & Reeder","Species"
"1009","GS2010-AM.nex","Cryptochloris_wintoni","144","TRUE","Wilson & Reeder","Species"
"1010","GS2010-AM.nex","Eremitalpa_granti","144","TRUE","Wilson & Reeder","Species"
"1011","GS2010-AM.nex","Neamblysomus_gunningi","144","TRUE","Fritz Tree","Species"
"1012","GS2010-AM.nex","Neamblysomus_julianae","144","TRUE","Fritz Tree","Species"
"1027","GS2010-BS.nex","Aotus_trivirgatus","360","TRUE","Fritz Tree","Species"
"1031","GS2010-BS.nex","Arctocebus_calabarensis","360","TRUE","Fritz Tree","Species"
"1044","GS2010-BS.nex","Cheirogaleus_major","360","TRUE","Fritz Tree","Species"
"1054","GS2010-BS.nex","Galago_moholi","360","TRUE","Fritz Tree","Species"
"1061","GS2010-BS.nex","Lemur_catta","360","TRUE","Fritz Tree","Species"
"1062","GS2010-BS.nex","Lepilemur_mustelinus","360","TRUE","Fritz Tree","Species"
"1064","GS2010-BS.nex","Loris_tardigradus","360","TRUE","Fritz Tree","Species"
"1073","GS2010-BS.nex","Microcebus_murinus","360","TRUE","Fritz Tree","Species"
"1081","GS2010-BS.nex","Nycticebus_coucang","360","TRUE","Fritz Tree","Species"
"1085","GS2010-BS.nex","Otolemur_crassicaudatus","360","TRUE","Fritz Tree","Species"
"1089","GS2010-BS.nex","Perodicticus_potto","360","TRUE","Fritz Tree","Species"
"1098","GS2010-BS.nex","Propithecus_spp.","360","TRUE","Wilson & Reeder","Genus"
"1109","GS2010-BS.nex","Saimiri_sciureus","360","TRUE","Fritz Tree","Species"
"1116","GS2010-BS.nex","Tarsius_bancanus","360","TRUE","Fritz Tree","Species"
"1123","GS2010-BS.nex","Tupaia_spp.","360","TRUE","Wilson & Reeder","Genus"
"1125","GS2010-BS.nex","Varecia_variegata","360","TRUE","Fritz Tree","Species"
"1148","GS2010-F.nex","Eubalaena","123","TRUE","Wilson & Reeder","Genus"
"1149","GS2010-F.nex","Balaenoptera","123","TRUE","Wilson & Reeder","Genus"
"1152","GS2010-FG.nex","Ochotona_chowmincheni","38","TRUE","Wilson & Reeder","Genus"
"1153","GS2010-FG.nex","Ochotona_tedfordi","38","TRUE","Wilson & Reeder","Genus"
"1154","GS2010-FG.nex","Ochotona_gudrunae","38","TRUE","Wilson & Reeder","Genus"
"1155","GS2010-FG.nex","Ochotona_antiqua","38","TRUE","Wilson & Reeder","Genus"
"1156","GS2010-FG.nex","Ochotona_transcaucasica","38","TRUE","Wilson & Reeder","Genus"
"1157","GS2010-FG.nex","Ochotona_polonica","38","TRUE","Wilson & Reeder","Genus"
"1158","GS2010-FG.nex","Ochotona_zabiensis","38","TRUE","Wilson & Reeder","Genus"
"1159","GS2010-FG.nex","Ochotona_kormosi","38","TRUE","Wilson & Reeder","Genus"
"1160","GS2010-FG.nex","Ochotona_pusilla","38","TRUE","Fritz Tree","Species"
"1161","GS2010-FG.nex","Ochotona_alpina","38","TRUE","Fritz Tree","Species"
"1162","GS2010-FG.nex","Ochotona_roylei","38","TRUE","Fritz Tree","Species"
"1163","GS2010-FG.nex","Ochotona_thibetana","38","TRUE","Fritz Tree","Species"
"1164","GS2010-FG.nex","Ochotona_rufescens","38","TRUE","Fritz Tree","Species"
"1165","GS2010-FG.nex","Ochotona_dauurica","38","TRUE","Fritz Tree","Species"
"1166","GS2010-FG.nex","Ochotona_princeps","38","TRUE","Fritz Tree","Species"
"1167","GS2010-FG.nex","Ochotona_pollasi","38","TRUE","Wilson & Reeder","Genus"
"1168","GS2010-FG.nex","Ochotona_rutila","38","TRUE","Fritz Tree","Species"
"1169","GS2010-FG.nex","Ochotona_nihewanica","38","TRUE","Wilson & Reeder","Genus"
"1170","GS2010-FG.nex","Ochotona_dodogolica","38","TRUE","Wilson & Reeder","Genus"
"1171","GS2010-FG.nex","Ochotona_lagreli","38","TRUE","Wilson & Reeder","Genus"
"1173","GS2010-GV.nex","Caluromys_lanatus","129","TRUE","Fritz Tree","Species"
"1174","GS2010-GV.nex","Caluromys_philander","129","TRUE","Fritz Tree","Species"
"1175","GS2010-GV.nex","Caluromysiops_irrupta","129","TRUE","Fritz Tree","Species"
"1177","GS2010-GV.nex","Chironectes_minimus","129","TRUE","Fritz Tree","Species"
"1180","GS2010-GV.nex","Didelphis_albiventris","129","TRUE","Fritz Tree","Species"
"1181","GS2010-GV.nex","Didelphis_marsupialis","129","TRUE","Fritz Tree","Species"
"1182","GS2010-GV.nex","Didelphis_virginiana","129","TRUE","Fritz Tree","Species"
"1183","GS2010-GV.nex","Glironia_venusta","129","TRUE","Fritz Tree","Species"
"1184","GS2010-GV.nex","Gracilinanus_aceramarcae","129","TRUE","Fritz Tree","Species"
"1185","GS2010-GV.nex","Gracilinanus_agilis","129","TRUE","Fritz Tree","Species"
"1186","GS2010-GV.nex","Gracilinanus_emiliae","129","TRUE","Fritz Tree","Species"
"1187","GS2010-GV.nex","Gracilinanus_microtarsus","129","TRUE","Fritz Tree","Species"
"1188","GS2010-GV.nex","Hyladelphys_kalinowskii","129","TRUE","Wilson & Reeder","Species"
"1189","GS2010-GV.nex","Lestodelphys_halli","129","TRUE","Fritz Tree","Species"
"1190","GS2010-GV.nex","Lutreolina_crassicaudata","129","TRUE","Fritz Tree","Species"
"1191","GS2010-GV.nex","Marmosa_(Marmosa)_lepida","129","TRUE","Wilson & Reeder","Species"
"1192","GS2010-GV.nex","Marmosa_(Marmosa)_mexicana","129","TRUE","Wilson & Reeder","Species"
"1193","GS2010-GV.nex","Marmosa_(Marmosa)_murina","129","TRUE","Wilson & Reeder","Species"
"1194","GS2010-GV.nex","Marmosa_(Marmosa)_robinsoni","129","TRUE","Wilson & Reeder","Species"
"1195","GS2010-GV.nex","Marmosa_(Marmosa)_rubra","129","TRUE","Wilson & Reeder","Species"
"1196","GS2010-GV.nex","Marmosa_(Micoureus)_demerarae","129","TRUE","Wilson & Reeder","Species"
"1197","GS2010-GV.nex","Marmosa_(Micoureus)_paraguayana","129","TRUE","Wilson & Reeder","Species"
"1198","GS2010-GV.nex","Marmosa_(Micoureus)_regina","129","TRUE","Wilson & Reeder","Species"
"1199","GS2010-GV.nex","Marmosops_impavidus","129","TRUE","Fritz Tree","Species"
"1200","GS2010-GV.nex","Marmosops_incanus","129","TRUE","Fritz Tree","Species"
"1201","GS2010-GV.nex","Marmosops_noctivagus","129","TRUE","Fritz Tree","Species"
"1202","GS2010-GV.nex","Marmosops_parvidens","129","TRUE","Fritz Tree","Species"
"1203","GS2010-GV.nex","Marmosops_pinheiroi","129","TRUE","Fritz Tree","Species"
"1204","GS2010-GV.nex","Metachirus_nudicaudatus","129","TRUE","Fritz Tree","Species"
"1205","GS2010-GV.nex","Monodelphis_brevicaudata","129","TRUE","Fritz Tree","Species"
"1206","GS2010-GV.nex","Monodelphis_emiliae","129","TRUE","Fritz Tree","Species"
"1207","GS2010-GV.nex","Monodelphis_peruviana","129","TRUE","Wilson & Reeder","Genus"
"1208","GS2010-GV.nex","Monodelphis_theresa","129","TRUE","Fritz Tree","Species"
"1209","GS2010-GV.nex","Philander_frenatus","129","TRUE","Fritz Tree","Species"
"1210","GS2010-GV.nex","Philander_mcilhennyi","129","TRUE","Fritz Tree","Species"
"1211","GS2010-GV.nex","Philander_opossum","129","TRUE","Fritz Tree","Species"
"1212","GS2010-GV.nex","Thylamys_macrurus","129","TRUE","Fritz Tree","Species"
"1213","GS2010-GV.nex","Thylamys_pallidior","129","TRUE","Fritz Tree","Species"
"1214","GS2010-GV.nex","Thylamys_pusillus","129","TRUE","Fritz Tree","Species"
"1215","GS2010-GV.nex","Thylamys_venustus","129","TRUE","Fritz Tree","Species"
"1216","GS2010-GV.nex","Tlacuatzin_canescens","129","TRUE","Fritz Tree","Species"
"1217","GS2010-GV.nex","Caenolestes_fuliginosus","129","TRUE","Fritz Tree","Species"
"1218","GS2010-GV.nex","Rhyncholestes_raphanurus","129","TRUE","Fritz Tree","Species"
"1219","GS2010-GV.nex","Murexia_longicaudata","129","TRUE","Fritz Tree","Species"
"1220","GS2010-GV.nex","Sminthopsis_crassicaudata","129","TRUE","Fritz Tree","Species"
"1221","GS2010-GV.nex","Dromiciops_gliroides","129","TRUE","Fritz Tree","Species"
"1222","GS2010-GV.nex","Echymipera_kalubu","129","TRUE","Fritz Tree","Species"
"1223","GS2010-GV.nex","Perameles_gunnii","129","TRUE","Fritz Tree","Species"
"1225","GS2010-PR.nex","Atelocynus_microtis","32","TRUE","Fritz Tree","Species"
"1226","GS2010-PR.nex","Canis_adustus","32","TRUE","Fritz Tree","Species"
"1227","GS2010-PR.nex","Canis_aureus","32","TRUE","Fritz Tree","Species"
"1228","GS2010-PR.nex","Canis_latrans_","32","TRUE","Wilson & Reeder","Species"
"1229","GS2010-PR.nex","Canis_lupus_","32","TRUE","Wilson & Reeder","Species"
"1230","GS2010-PR.nex","Canis_mesomelas","32","TRUE","Fritz Tree","Species"
"1231","GS2010-PR.nex","Cerdocyon_thous","32","TRUE","Fritz Tree","Species"
"1232","GS2010-PR.nex","Chrysocyon_brachyurus","32","TRUE","Fritz Tree","Species"
"1233","GS2010-PR.nex","Cuon_alpinus","32","TRUE","Fritz Tree","Species"
"1234","GS2010-PR.nex","Dusicyon_australis","32","TRUE","Wilson & Reeder","Species"
"1235","GS2010-PR.nex","Vulpes_zerda","32","TRUE","Fritz Tree","Species"
"1236","GS2010-PR.nex","Lycalopex_vetulus","32","TRUE","Fritz Tree","Species"
"1237","GS2010-PR.nex","Lycaon_pictus","32","TRUE","Fritz Tree","Species"
"1238","GS2010-PR.nex","Nyctereutes_procyonoides","32","TRUE","Fritz Tree","Species"
"1239","GS2010-PR.nex","Otocyon_megalotis","32","TRUE","Fritz Tree","Species"
"1240","GS2010-PR.nex","Lycalopex_culpaeus","32","TRUE","Fritz Tree","Species"
"1241","GS2010-PR.nex","Lycalopex_fulvipes","32","TRUE","Fritz Tree","Species"
"1242","GS2010-PR.nex","Lycalopex_griseus","32","TRUE","Fritz Tree","Species"
"1243","GS2010-PR.nex","Lycalopex_gymnocercus","32","TRUE","Fritz Tree","Species"
"1244","GS2010-PR.nex","Lycalopex_sechurae","32","TRUE","Fritz Tree","Species"
"1245","GS2010-PR.nex","Speothos_venaticus","32","TRUE","Fritz Tree","Species"
"1246","GS2010-PR.nex","Urocyon_cinereoargenteus","32","TRUE","Fritz Tree","Species"
